RC207.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
79   55    60    568    753    10     [2] 	[] 	[0,0,0,0,0]
80   30    60    421    896    10     [1] 	[1,2] 	[0,1,0,0,0]
81   50    35    404    829    10     [0] 	[2] 	[0,0,1,0,0]
82   30    25    347    566    10     [3] 	[4] 	[0,1,0,1,0]
83   15    10    380    902    10     [3] 	[3] 	[0,0,0,0,0]
84   10    20    42     466    10     [2] 	[1,3] 	[0,0,0,0,0]
85   15    60    613    894    10     [4] 	[1] 	[0,0,0,0,1]
86   45    65    230    405    10     [3] 	[] 	[0,1,0,1,0]
87   65    35    29     587    10     [3] 	[] 	[0,1,0,1,0]
88   65    20    39     353    10     [1] 	[2,4] 	[0,1,0,0,0]
89   45    30    20     497    10     [1] 	[1,2] 	[0,1,0,0,0]
90   35    40    11     570    10     [3] 	[] 	[0,0,0,1,0]
91   41    37    423    828    10     [1] 	[4] 	[0,1,0,0,0]
92   64    42    112    543    10     [2] 	[] 	[0,0,0,1,0]
93   40    60    441    902    10     [1] 	[] 	[0,1,0,0,0]
94   31    52    9      532    10     [2] 	[3] 	[0,0,0,1,0]
95   35    69    211    930    10     [2] 	[1,3] 	[0,0,0,1,0]
96   65    55    201    400    10     [2] 	[] 	[0,0,0,1,0]
97   63    65    27     382    10     [1] 	[1,2] 	[0,1,0,0,0]
98   2     60    255    436    10     [1] 	[] 	[0,1,0,0,0]
99   20    20    427    913    10     [2] 	[3,4] 	[0,0,0,1,0]
100  5     5     183    400    10     [4] 	[] 	[0,0,0,0,0]
101  60    12    162    493    10     [4] 	[4] 	[1,0,0,0,1]
102  23    3     360    900    10     [0] 	[] 	[0,0,0,0,0]
103  8     56    195    654    10     [1] 	[1,4] 	[0,1,0,0,0]
104  6     68    258    565    10     [3] 	[3,4] 	[0,1,0,0,0]
105  47    47    426    942    10     [2] 	[] 	[0,0,0,0,0]
106  49    58    369    460    10     [4] 	[] 	[1,0,0,0,1]
107  27    43    85     338    10     [1] 	[] 	[0,1,0,0,0]
108  37    31    19     326    10     [2] 	[] 	[0,0,0,1,0]
109  57    29    304    605    10     [1] 	[2] 	[0,1,0,0,0]
110  63    23    318    489    10     [0] 	[2] 	[0,0,0,0,0]
111  21    24    332    485    10     [3] 	[] 	[0,0,0,0,0]
112  12    24    365    472    10     [2] 	[] 	[0,0,0,0,0]
113  24    58    100    539    10     [4] 	[1,4] 	[0,0,0,0,1]
114  67    5     565    897    10     [2] 	[1,4] 	[0,0,0,1,0]
115  37    47    324    513    10     [4] 	[1,4] 	[1,0,0,0,1]
116  49    42    651    906    10     [3] 	[3,4] 	[0,0,0,0,0]
117  53    43    14     669    10     [2] 	[4] 	[0,0,0,0,0]
118  61    52    298    928    10     [3] 	[3] 	[0,0,0,0,0]
119  57    48    385    518    10     [1] 	[] 	[0,1,0,0,0]
120  56    37    20     299    10     [4] 	[] 	[0,0,0,0,1]
121  55    54    538    705    10     [2] 	[] 	[0,0,0,0,0]
122  4     18    546    667    10     [4] 	[4] 	[1,0,0,0,1]
123  26    52    109    354    10     [3] 	[] 	[0,1,0,0,0]
124  26    35    170    565    10     [0] 	[4] 	[0,0,1,0,0]
125  31    67    262    930    10     [1] 	[2] 	[0,1,0,0,0]
