C104.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
91   47    35    0      1129   90     [0] 	[1] 	[0,0,0,0,0]
92   47    40    12     77     90     [0] 	[2] 	[0,0,1,0,0]
93   45    30    0      1125   90     [0] 	[] 	[0,0,1,0,0]
94   45    35    916    969    90     [0] 	[1] 	[0,0,1,0,0]
95   95    30    0      1087   90     [1] 	[1] 	[1,0,0,0,0]
96   95    35    0      1088   90     [0] 	[2] 	[0,0,1,0,0]
97   53    30    0      1122   90     [4] 	[] 	[0,0,0,0,0]
98   92    30    0      1090   90     [0] 	[1] 	[0,0,1,0,0]
99   53    35    353    412    90     [2] 	[1,2] 	[0,0,0,0,0]
100  45    65    0      1130   90     [3] 	[0,4] 	[0,0,0,1,0]
101  90    35    203    260    90     [0] 	[2] 	[0,0,0,0,0]
102  88    30    574    643    90     [1] 	[4] 	[1,0,0,0,0]
103  88    35    0      1095   90     [0] 	[2] 	[0,0,0,0,0]
104  87    30    668    731    90     [0] 	[] 	[0,0,1,0,0]
105  85    25    0      1094   90     [3] 	[4] 	[0,0,0,1,0]
106  85    35    0      1098   90     [4] 	[] 	[0,1,0,0,0]
107  75    55    0      1110   90     [2] 	[2] 	[1,0,0,0,0]
108  72    55    0      1113   90     [3] 	[0] 	[0,0,0,0,0]
109  70    58    458    523    90     [3] 	[4] 	[0,0,0,1,0]
110  68    60    0      1116   90     [4] 	[] 	[0,0,0,0,0]
111  66    55    0      1119   90     [1] 	[] 	[0,0,0,0,0]
112  65    55    85     144    90     [1] 	[1] 	[1,0,0,1,0]
113  65    60    0      1119   90     [3] 	[0,4] 	[0,0,0,1,0]
114  63    58    0      1121   90     [3] 	[] 	[0,0,0,1,0]
115  60    55    0      1125   90     [0] 	[2] 	[0,0,1,0,0]
116  60    60    0      1123   90     [2] 	[1] 	[1,0,0,0,0]
117  67    85    368    441    90     [4] 	[] 	[0,1,0,0,0]
118  65    85    0      1102   90     [2] 	[4] 	[1,0,0,0,0]
119  65    82    0      1105   90     [0] 	[] 	[0,0,0,0,0]
120  62    80    0      1108   90     [4] 	[] 	[0,1,0,0,0]
121  60    80    0      1109   90     [4] 	[0,3] 	[0,1,0,0,0]
122  60    85    0      1105   90     [0] 	[] 	[0,0,0,0,0]
123  58    75    0      1115   90     [2] 	[1,4] 	[0,0,0,0,0]
124  55    80    743    820    90     [3] 	[0,4] 	[0,0,0,1,0]
125  55    85    647    726    90     [0] 	[1] 	[0,0,0,0,0]
