R106.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
64   60    12    34     64     10     [3] 	[] 	[1,0,0,0,0]
65   40    25    75     105    10     [4] 	[] 	[0,0,0,0,0]
66   42    7     87     117    10     [2] 	[1] 	[0,0,0,0,0]
67   24    12    25     55     10     [4] 	[] 	[0,0,0,0,1]
68   23    3     122    152    10     [1] 	[4] 	[0,0,0,1,0]
69   11    14    59     89     10     [2] 	[] 	[0,0,0,1,0]
70   6     38    29     59     10     [2] 	[] 	[0,0,0,0,0]
71   2     48    107    137    10     [4] 	[2,4] 	[0,0,0,0,0]
72   8     56    41     71     10     [2] 	[0] 	[0,0,0,0,0]
73   13    52    0      192    10     [4] 	[] 	[0,0,0,0,0]
74   6     68    98     128    10     [2] 	[0] 	[0,0,0,1,0]
75   47    47    0      203    10     [2] 	[] 	[0,0,0,0,0]
76   49    58    78     108    10     [1] 	[2] 	[1,0,0,1,0]
77   27    43    0      208    10     [1] 	[4] 	[0,0,0,1,0]
78   37    31    85     115    10     [1] 	[4] 	[0,0,0,0,0]
79   57    29    130    160    10     [2] 	[1] 	[0,0,0,1,0]
80   63    23    126    156    10     [1] 	[0,4] 	[1,0,0,1,0]
81   53    12    120    150    10     [0] 	[] 	[1,0,0,0,0]
82   32    12    91     121    10     [0] 	[1,2] 	[0,0,0,0,0]
83   36    26    180    210    10     [2] 	[0] 	[0,0,0,1,0]
84   21    24    0      202    10     [2] 	[0,1] 	[0,0,0,0,0]
85   17    34    152    182    10     [0] 	[4] 	[0,0,0,0,0]
86   12    24    66     96     10     [4] 	[] 	[0,0,0,0,1]
87   24    58    48     78     10     [2] 	[0] 	[0,0,0,0,0]
88   27    69    34     64     10     [1] 	[2,4] 	[0,0,0,0,0]
89   15    77    63     93     10     [2] 	[0,1] 	[0,0,0,0,0]
90   62    77    49     79     10     [3] 	[3] 	[1,0,0,1,0]
91   49    73    117    147    10     [0] 	[2,4] 	[0,0,0,0,0]
92   67    5     73     103    10     [0] 	[] 	[1,0,0,0,0]
93   56    39    132    162    10     [0] 	[4] 	[0,0,0,0,0]
94   37    47    40     70     10     [2] 	[] 	[0,0,0,1,0]
95   37    56    168    198    10     [1] 	[0,2] 	[1,0,0,0,0]
96   57    68    67     97     10     [2] 	[0] 	[0,0,0,1,0]
97   47    16    0      197    10     [0] 	[1] 	[0,0,0,0,0]
98   44    17    68     98     10     [1] 	[0,2] 	[0,0,0,1,0]
99   46    13    139    169    10     [1] 	[4] 	[1,0,0,0,0]
100  49    11    0      192    10     [1] 	[0,2] 	[1,0,0,1,0]
101  49    42    63     93     10     [2] 	[1] 	[0,0,0,0,0]
102  53    43    169    199    10     [1] 	[] 	[1,0,0,0,0]
103  61    52    86     116    10     [3] 	[0,3] 	[1,0,0,1,0]
104  57    48    82     112    10     [3] 	[1] 	[0,0,0,0,0]
105  56    37    168    198    10     [2] 	[1] 	[0,0,0,1,0]
106  55    54    84     114    10     [1] 	[2] 	[1,0,0,0,0]
107  15    47    0      196    10     [3] 	[] 	[1,0,0,0,0]
108  14    37    0      198    10     [2] 	[] 	[0,0,0,1,0]
109  11    31    91     121    10     [2] 	[0,1] 	[0,0,0,1,0]
110  16    22    0      196    10     [0] 	[] 	[0,0,0,0,0]
111  4     18    84     114    10     [4] 	[1] 	[0,0,0,0,1]
112  28    18    83     113    10     [1] 	[] 	[1,0,0,1,0]
113  26    52    64     94     10     [3] 	[1] 	[1,0,0,0,0]
114  26    35    166    196    10     [1] 	[] 	[0,0,0,1,0]
115  31    67    85     115    10     [3] 	[] 	[1,0,0,1,0]
116  15    19    0      194    10     [2] 	[0,1] 	[0,0,0,1,0]
117  22    22    18     48     10     [2] 	[] 	[0,0,0,1,0]
118  18    24    169    199    10     [1] 	[0,4] 	[0,0,0,0,0]
119  26    27    0      207    10     [0] 	[1,2] 	[1,0,0,0,0]
120  25    24    0      205    10     [2] 	[1] 	[0,0,0,0,0]
121  22    27    0      204    10     [0] 	[] 	[0,0,0,0,0]
122  25    21    123    153    10     [1] 	[0,4] 	[1,0,0,1,0]
123  19    21    0      198    10     [0] 	[] 	[1,0,0,0,0]
124  20    26    73     103    10     [4] 	[] 	[0,0,0,0,1]
125  18    18    165    195    10     [2] 	[0] 	[0,0,0,1,0]
