R107.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
99   46    13    139    169    10     [1] 	[3] 	[0,0,0,1,0]
100  49    11    0      192    10     [1] 	[2] 	[0,0,0,1,0]
101  49    42    63     93     10     [0] 	[2,4] 	[1,0,0,0,0]
102  53    43    169    199    10     [4] 	[] 	[0,1,0,0,1]
103  61    52    86     116    10     [3] 	[] 	[0,0,0,0,0]
104  57    48    82     112    10     [0] 	[4] 	[1,0,0,0,0]
105  56    37    168    198    10     [4] 	[] 	[0,0,0,0,0]
106  55    54    0      192    10     [0] 	[4] 	[0,0,0,0,0]
107  15    47    0      196    10     [2] 	[2,4] 	[0,0,1,1,0]
108  14    37    0      198    10     [1] 	[2] 	[0,0,0,0,0]
109  11    31    91     121    10     [2] 	[4] 	[0,0,0,0,0]
110  16    22    0      196    10     [1] 	[] 	[0,0,0,1,0]
111  4     18    0      184    10     [3] 	[2,3] 	[0,0,0,0,0]
112  28    18    83     113    10     [2] 	[2,4] 	[0,0,1,1,0]
113  26    52    64     94     10     [0] 	[4] 	[1,0,0,0,0]
114  26    35    0      211    10     [4] 	[] 	[0,0,0,0,1]
115  31    67    0      187    10     [0] 	[] 	[1,0,0,0,0]
116  15    19    0      194    10     [1] 	[2] 	[0,0,0,1,0]
117  22    22    18     48     10     [0] 	[2,4] 	[0,0,0,0,0]
118  18    24    169    199    10     [2] 	[2,4] 	[0,0,0,0,0]
119  26    27    0      207    10     [3] 	[] 	[1,0,0,0,0]
120  25    24    0      205    10     [1] 	[4] 	[0,0,0,1,0]
121  22    27    0      204    10     [2] 	[4] 	[0,0,0,1,0]
122  25    21    0      202    10     [1] 	[2] 	[0,0,0,1,0]
123  19    21    0      198    10     [2] 	[4] 	[0,0,0,0,0]
124  20    26    73     103    10     [3] 	[2,3] 	[0,0,0,0,0]
125  18    18    165    195    10     [4] 	[2,3] 	[0,0,0,0,0]
