R102.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
74   6     68    108    118    10     [3] 	[] 	[0,0,0,0,0]
75   47    47    0      203    10     [3] 	[0,1] 	[0,1,0,0,0]
76   49    58    88     98     10     [2] 	[2,3] 	[1,0,0,0,0]
77   27    43    0      208    10     [2] 	[2] 	[0,1,0,0,0]
78   37    31    95     105    10     [2] 	[] 	[1,1,0,0,0]
79   57    29    140    150    10     [2] 	[] 	[1,1,0,0,0]
80   63    23    136    146    10     [3] 	[] 	[0,0,0,0,0]
81   53    12    130    140    10     [2] 	[2] 	[1,1,0,0,0]
82   32    12    101    111    10     [0] 	[1] 	[0,0,0,0,0]
83   36    26    200    210    10     [3] 	[0,1] 	[0,1,0,0,0]
84   21    24    0      202    10     [0] 	[1] 	[0,0,0,0,0]
85   17    34    162    172    10     [0] 	[] 	[0,0,0,0,0]
86   12    24    76     86     10     [3] 	[0] 	[0,1,0,0,0]
87   24    58    58     68     10     [3] 	[0,1] 	[0,1,0,0,0]
88   27    69    34     44     10     [0] 	[1,2] 	[0,0,0,1,0]
89   15    77    73     83     10     [1] 	[1,4] 	[0,1,0,0,0]
90   62    77    51     61     10     [3] 	[] 	[0,0,0,0,0]
91   49    73    127    137    10     [0] 	[2] 	[0,0,0,1,0]
92   67    5     83     93     10     [4] 	[2] 	[0,0,0,0,0]
93   56    39    142    152    10     [2] 	[2] 	[0,0,0,0,0]
94   37    47    50     60     10     [1] 	[0,1] 	[0,1,0,0,0]
95   37    56    182    192    10     [2] 	[0,2] 	[0,0,0,0,0]
96   57    68    77     87     10     [0] 	[] 	[0,0,0,1,0]
97   47    16    0      197    10     [1] 	[0] 	[0,0,0,0,0]
98   44    17    78     88     10     [4] 	[3] 	[0,1,0,0,0]
99   46    13    149    159    10     [0] 	[1,2] 	[0,0,0,1,0]
100  49    11    0      192    10     [1] 	[] 	[0,0,0,0,0]
101  49    42    73     83     10     [3] 	[0,1] 	[0,1,0,0,0]
102  53    43    179    189    10     [1] 	[] 	[0,1,0,0,0]
103  61    52    96     106    10     [0] 	[] 	[0,0,0,0,0]
104  57    48    92     102    10     [0] 	[] 	[0,0,0,0,0]
105  56    37    182    192    10     [2] 	[0] 	[1,0,0,0,0]
106  55    54    94     104    10     [1] 	[0,1] 	[0,0,0,0,0]
107  15    47    0      196    10     [4] 	[1,3] 	[0,1,0,0,1]
108  14    37    0      198    10     [2] 	[] 	[0,0,0,0,0]
109  11    31    101    111    10     [3] 	[] 	[0,1,0,0,0]
110  16    22    0      196    10     [4] 	[1,2] 	[0,1,0,0,1]
111  4     18    94     104    10     [1] 	[] 	[0,0,0,0,0]
112  28    18    93     103    10     [3] 	[0,1] 	[0,1,0,0,0]
113  26    52    74     84     10     [1] 	[0] 	[0,0,0,0,0]
114  26    35    176    186    10     [0] 	[] 	[0,0,0,1,0]
115  31    67    95     105    10     [1] 	[] 	[0,1,0,0,0]
116  15    19    0      194    10     [2] 	[0] 	[0,1,0,0,0]
117  22    22    18     28     10     [3] 	[0,1] 	[0,1,0,0,0]
118  18    24    188    198    10     [1] 	[] 	[0,1,0,0,0]
119  26    27    0      207    10     [3] 	[0] 	[0,1,0,0,0]
120  25    24    0      205    10     [2] 	[2,3] 	[0,0,0,0,0]
121  22    27    0      204    10     [0] 	[2] 	[0,0,0,1,0]
122  25    21    133    143    10     [3] 	[0] 	[0,1,0,0,0]
123  19    21    0      198    10     [0] 	[] 	[0,0,0,1,0]
124  20    26    83     93     10     [3] 	[0] 	[0,1,0,0,0]
125  18    18    185    195    10     [2] 	[0,3] 	[1,1,0,0,0]
