R111.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
26   41    49    15     204    10     [2] 	[0,1] 	[0,0,0,0,0]
27   35    17    18     202    10     [2] 	[1,2] 	[0,0,0,1,0]
28   55    45    54     187    10     [1] 	[3] 	[1,0,0,0,0]
29   55    20    138    169    10     [2] 	[0,1] 	[0,0,0,1,1]
30   15    30    20     199    10     [3] 	[1] 	[0,0,0,0,0]
31   25    30    76     131    10     [0] 	[0,4] 	[0,0,1,0,0]
32   20    50    21     170    10     [1] 	[] 	[1,0,0,0,1]
33   10    43    87     112    10     [0] 	[0,4] 	[0,0,1,0,0]
34   55    60    88     115    10     [0] 	[4] 	[0,0,1,0,0]
35   30    60    107    150    10     [0] 	[0,4] 	[0,0,0,0,0]
36   20    65    57     86     10     [3] 	[1,3] 	[0,0,0,0,0]
37   50    35    15     192    10     [1] 	[] 	[1,0,0,0,0]
38   30    25    147    180    10     [2] 	[1,2] 	[0,0,0,1,1]
39   15    10    32     187    10     [3] 	[] 	[0,0,0,0,0]
40   30    5     50     81     10     [3] 	[] 	[0,0,0,0,0]
41   10    20    29     139    10     [0] 	[4] 	[0,0,0,0,0]
42   5     30    124    189    10     [2] 	[] 	[0,0,0,1,1]
43   20    40    47     136    10     [4] 	[1] 	[0,0,0,1,0]
44   15    60    32     146    10     [2] 	[0] 	[0,0,0,0,1]
45   45    65    79     182    10     [3] 	[] 	[0,0,0,0,1]
46   45    20    18     195    10     [1] 	[3,4] 	[0,0,0,0,1]
47   45    10    76     127    10     [3] 	[] 	[0,0,0,0,0]
48   55    5     58     87     10     [4] 	[2] 	[0,0,0,0,0]
49   65    35    58     190    10     [1] 	[3,4] 	[1,0,0,0,1]
50   65    20    153    186    10     [2] 	[0] 	[0,0,0,1,1]
51   45    30    58     208    10     [3] 	[] 	[0,0,0,0,0]
52   35    40    8      75     10     [4] 	[] 	[0,0,1,1,0]
53   41    37    6      136    10     [2] 	[] 	[0,0,0,1,1]
54   64    42    29     150    10     [3] 	[] 	[0,0,0,0,1]
55   40    60    49     102    10     [4] 	[] 	[0,0,0,1,0]
56   31    52    17     198    10     [2] 	[] 	[0,0,0,1,0]
57   35    69    67     186    10     [0] 	[0,4] 	[0,0,1,0,0]
58   53    52    24     92     10     [0] 	[0,4] 	[0,0,1,0,0]
59   65    55    36     183    10     [1] 	[3] 	[0,0,0,0,1]
60   63    65    116    178    10     [4] 	[0] 	[0,0,1,1,0]
61   2     60    41     112    10     [3] 	[0,1] 	[0,0,0,0,1]
62   20    20    42     198    10     [0] 	[0,4] 	[0,0,0,0,0]
63   5     5     74     101    10     [2] 	[0,1] 	[0,0,0,0,0]
64   60    12    33     110    10     [1] 	[] 	[0,0,0,0,0]
65   40    25    65     114    10     [3] 	[0,3] 	[0,0,0,0,1]
66   42    7     72     131    10     [4] 	[] 	[0,0,0,0,0]
67   24    12    25     91     10     [4] 	[1] 	[0,0,1,0,0]
68   23    3     82     185    10     [4] 	[0,1] 	[0,0,1,0,0]
69   11    14    59     88     10     [3] 	[] 	[0,0,0,0,1]
70   6     38    29     99     10     [3] 	[0,3] 	[0,0,0,0,1]
71   2     48    63     180    10     [1] 	[3,4] 	[0,0,0,0,0]
72   8     56    34     176    10     [2] 	[0,1] 	[0,0,0,1,1]
73   13    52    27     192    10     [4] 	[] 	[0,0,1,0,0]
74   6     68    93     132    10     [2] 	[0] 	[0,0,0,1,1]
75   47    47    41     203    10     [4] 	[1,2] 	[0,0,0,0,0]
76   49    58    36     149    10     [3] 	[] 	[0,0,0,0,1]
77   27    43    11     195    10     [4] 	[] 	[0,0,1,1,0]
78   37    31    87     112    10     [4] 	[] 	[0,0,1,1,0]
79   57    29    90     197    10     [1] 	[3,4] 	[0,0,0,0,0]
80   63    23    126    155    10     [1] 	[3,4] 	[1,0,0,0,0]
81   53    12    106    163    10     [4] 	[1,2] 	[0,0,1,1,0]
82   32    12    48     163    10     [0] 	[0] 	[0,0,1,0,0]
83   36    26    178    210    10     [2] 	[2] 	[0,0,0,0,0]
84   21    24    17     202    10     [3] 	[0,1] 	[0,0,0,0,1]
85   17    34    70     201    10     [2] 	[2] 	[0,0,0,0,1]
86   12    24    29     132    10     [3] 	[] 	[0,0,0,0,1]
87   24    58    46     79     10     [0] 	[0] 	[0,0,1,0,0]
88   27    69    34     172    10     [1] 	[3,4] 	[1,0,0,0,1]
89   15    77    48     107    10     [4] 	[1] 	[0,0,1,1,0]
90   62    77    49     113    10     [2] 	[0,1] 	[0,0,0,0,0]
91   49    73    104    159    10     [0] 	[4] 	[0,0,1,0,0]
92   67    5     73     102    10     [3] 	[3] 	[0,0,0,0,0]
93   56    39    117    176    10     [0] 	[] 	[0,0,0,0,0]
94   37    47    39     70     10     [1] 	[] 	[1,0,0,0,1]
95   37    56    123    198    10     [0] 	[0] 	[0,0,0,0,0]
96   57    68    39     148    10     [2] 	[] 	[0,0,0,1,1]
97   47    16    22     197    10     [0] 	[0,4] 	[0,0,1,0,0]
98   44    17    30     135    10     [0] 	[] 	[0,0,1,0,0]
99   46    13    138    169    10     [3] 	[1,3] 	[0,0,0,0,1]
100  49    11    27     192    10     [3] 	[0,1] 	[0,0,0,0,1]
101  49    42    65     90     10     [0] 	[0,4] 	[0,0,0,0,0]
102  53    43    168    199    10     [3] 	[3] 	[0,0,0,0,1]
103  61    52    71     130    10     [0] 	[] 	[0,0,1,0,0]
104  57    48    84     109    10     [2] 	[0,1] 	[0,0,0,0,0]
105  56    37    135    198    10     [2] 	[0] 	[0,0,0,1,1]
106  55    54    57     140    10     [4] 	[] 	[0,0,1,1,0]
107  15    47    23     196    10     [3] 	[0,1] 	[0,0,0,0,0]
108  14    37    21     198    10     [2] 	[0,1] 	[0,0,0,0,0]
109  11    31    93     118    10     [2] 	[2] 	[0,0,0,1,0]
110  16    22    23     177    10     [0] 	[0] 	[0,0,1,0,0]
111  4     18    49     148    10     [1] 	[3,4] 	[1,0,0,0,1]
112  28    18    88     107    10     [2] 	[] 	[0,0,0,0,0]
113  26    52    50     107    10     [3] 	[1] 	[0,0,0,0,1]
114  26    35    68     211    10     [4] 	[1] 	[0,0,1,1,0]
115  31    67    46     153    10     [3] 	[0,1] 	[0,0,0,0,0]
116  15    19    25     194    10     [0] 	[] 	[0,0,1,0,0]
117  22    22    18     53     10     [0] 	[0] 	[0,0,1,0,0]
118  18    24    129    199    10     [1] 	[3] 	[1,0,0,0,0]
119  26    27    35     174    10     [2] 	[0] 	[0,0,0,1,1]
120  25    24    14     205    10     [3] 	[0,1] 	[0,0,0,0,0]
121  22    27    51     204    10     [0] 	[0,4] 	[0,0,1,0,0]
122  25    21    92     183    10     [4] 	[1] 	[0,0,0,0,0]
123  19    21    21     198    10     [1] 	[3,4] 	[0,0,0,0,0]
124  20    26    74     101    10     [3] 	[] 	[0,0,0,0,1]
125  18    18    159    195    10     [3] 	[0,3] 	[0,0,0,0,1]
