R208.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
46   45    20    0      971    10     [4] 	[] 	[0,0,0,0,0]
47   45    10    0      963    10     [0] 	[] 	[1,0,0,1,0]
48   55    5     146    386    10     [3] 	[0,4] 	[0,0,0,0,0]
49   65    35    0      960    10     [4] 	[] 	[0,0,0,0,0]
50   65    20    716    956    10     [1] 	[0,2] 	[0,1,0,0,1]
51   45    30    0      978    10     [2] 	[0,3] 	[0,0,0,0,0]
52   35    40    0      985    10     [2] 	[] 	[0,1,0,0,0]
53   41    37    0      983    10     [3] 	[0,4] 	[0,0,0,0,0]
54   64    42    0      960    10     [2] 	[0] 	[0,1,0,0,0]
55   40    60    0      964    10     [2] 	[] 	[0,1,0,0,0]
56   31    52    0      972    10     [3] 	[] 	[0,0,0,1,0]
57   35    69    0      956    10     [4] 	[] 	[0,0,0,0,0]
58   53    52    0      965    10     [1] 	[0] 	[0,1,0,0,0]
59   65    55    0      953    10     [2] 	[0,3] 	[0,0,0,0,0]
60   63    65    0      948    10     [1] 	[0,2] 	[0,0,0,0,0]
61   2     60    0      948    10     [2] 	[] 	[0,1,0,0,0]
62   20    20    0      968    10     [1] 	[] 	[0,1,0,0,1]
63   5     5     234    474    10     [3] 	[0,4] 	[0,0,0,1,0]
64   60    12    0      956    10     [0] 	[] 	[1,0,0,1,0]
65   40    25    0      978    10     [3] 	[] 	[0,0,0,0,0]
66   42    7     0      961    10     [2] 	[] 	[0,1,0,0,0]
67   24    12    0      964    10     [2] 	[] 	[0,1,0,0,0]
68   23    3     0      955    10     [4] 	[3] 	[0,0,0,0,0]
69   11    14    167    407    10     [0] 	[1,4] 	[0,0,0,0,0]
70   6     38    0      960    10     [3] 	[] 	[0,0,0,1,0]
71   2     48    0      954    10     [0] 	[1,4] 	[1,0,0,0,0]
72   8     56    0      955    10     [2] 	[3] 	[0,1,0,0,0]
73   13    52    0      962    10     [2] 	[0] 	[0,1,0,0,0]
74   6     68    0      946    10     [4] 	[] 	[0,0,0,0,0]
75   47    47    0      973    10     [3] 	[0,4] 	[0,0,0,0,0]
76   49    58    0      963    10     [4] 	[3] 	[0,0,0,0,0]
77   27    43    0      978    10     [3] 	[0,4] 	[0,0,0,0,0]
78   37    31    332    572    10     [4] 	[2,3] 	[1,0,0,0,0]
79   57    29    0      967    10     [3] 	[] 	[0,0,0,1,0]
80   63    23    560    800    10     [3] 	[] 	[0,0,0,1,0]
81   53    12    0      960    10     [1] 	[] 	[0,0,0,0,0]
82   32    12    0      966    10     [1] 	[0,2] 	[0,0,0,0,1]
83   36    26    740    980    10     [4] 	[2] 	[1,0,0,0,0]
84   21    24    0      972    10     [4] 	[] 	[1,0,0,0,0]
85   17    34    0      971    10     [3] 	[0,4] 	[0,0,0,1,0]
86   12    24    0      964    10     [1] 	[0,2] 	[0,0,0,0,0]
87   24    58    113    353    10     [3] 	[4] 	[0,0,0,1,0]
88   27    69    0      955    10     [3] 	[0] 	[0,0,0,0,0]
89   15    77    0      943    10     [1] 	[] 	[0,1,0,0,1]
90   62    77    0      940    10     [0] 	[] 	[1,0,0,1,0]
91   49    73    0      949    10     [4] 	[] 	[1,0,0,0,0]
92   67    5     228    468    10     [1] 	[2] 	[0,0,0,0,1]
93   56    39    0      968    10     [3] 	[0,4] 	[0,0,0,1,0]
94   37    47    108    348    10     [4] 	[3] 	[0,0,0,0,0]
95   37    56    0      968    10     [4] 	[] 	[1,0,0,0,0]
96   57    68    0      950    10     [2] 	[0] 	[0,1,0,0,0]
97   47    16    0      967    10     [4] 	[] 	[0,0,0,0,0]
98   44    17    0      969    10     [1] 	[] 	[0,0,0,0,0]
99   46    13    622    862    10     [2] 	[0] 	[0,1,0,0,0]
100  49    11    0      962    10     [3] 	[4] 	[0,0,0,0,0]
101  49    42    212    452    10     [2] 	[3] 	[0,1,0,0,0]
102  53    43    730    970    10     [0] 	[4] 	[1,0,0,0,0]
103  61    52    0      958    10     [4] 	[2,3] 	[1,0,0,0,0]
104  57    48    307    547    10     [3] 	[] 	[0,0,0,1,0]
105  56    37    0      968    10     [1] 	[2] 	[0,1,0,0,1]
106  55    54    0      962    10     [4] 	[2] 	[0,0,0,0,0]
107  15    47    0      966    10     [1] 	[] 	[0,0,0,0,1]
108  14    37    0      968    10     [3] 	[] 	[0,0,0,1,0]
109  11    31    354    594    10     [3] 	[0] 	[0,0,0,0,0]
110  16    22    0      966    10     [2] 	[] 	[0,1,0,0,0]
111  4     18    0      954    10     [3] 	[] 	[0,0,0,0,0]
112  28    18    314    554    10     [3] 	[] 	[0,0,0,1,0]
113  26    52    0      970    10     [1] 	[0] 	[0,1,0,0,1]
114  26    35    0      981    10     [4] 	[] 	[1,0,0,0,0]
115  31    67    0      957    10     [2] 	[0,3] 	[0,1,0,0,0]
116  15    19    0      964    10     [1] 	[0] 	[0,0,0,0,0]
117  22    22    18     258    10     [3] 	[] 	[0,0,0,1,0]
118  18    24    0      969    10     [1] 	[0,2] 	[0,0,0,0,0]
119  26    27    0      977    10     [4] 	[2] 	[0,0,0,0,0]
120  25    24    0      975    10     [3] 	[] 	[0,0,0,1,0]
121  22    27    0      974    10     [0] 	[4] 	[1,0,0,1,0]
122  25    21    0      972    10     [3] 	[] 	[0,0,0,1,0]
123  19    21    0      968    10     [2] 	[] 	[0,1,0,0,0]
124  20    26    263    503    10     [3] 	[] 	[0,0,0,1,0]
125  18    18    725    965    10     [2] 	[0,3] 	[0,1,0,0,0]
