RC205.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
85   15    60    623    884    10     [3] 	[0,3] 	[0,0,1,0,0]
86   45    65    214    421    10     [3] 	[0,3] 	[1,0,0,0,0]
87   65    35    197    257    10     [4] 	[0,1] 	[0,0,0,0,0]
88   65    20    39     316    10     [3] 	[0,3] 	[0,0,0,0,0]
89   45    30    191    310    10     [2] 	[] 	[0,0,1,0,0]
90   35    40    11     140    10     [1] 	[4] 	[0,1,0,0,0]
91   41    37    570    681    10     [2] 	[] 	[0,0,0,0,1]
92   64    42    298    358    10     [0] 	[] 	[0,0,1,1,0]
93   40    60    613    730    10     [1] 	[] 	[0,0,0,0,0]
94   31    52    187    247    10     [2] 	[0,2] 	[0,0,0,0,1]
95   35    69    780    930    10     [1] 	[] 	[0,0,0,0,0]
96   65    55    191    410    10     [1] 	[] 	[0,1,0,0,0]
97   63    65    27     507    10     [1] 	[0,3] 	[1,1,0,0,0]
98   2     60    240    451    10     [4] 	[0,1] 	[0,0,0,0,0]
99   20    20    675    735    10     [3] 	[0,3] 	[1,0,1,0,0]
100  5     5     57     537    10     [3] 	[0,3] 	[0,0,1,0,0]
101  60    12    298    358    10     [4] 	[] 	[0,0,0,0,0]
102  23    3     794    854    10     [0] 	[0,1] 	[0,0,0,0,0]
103  8     56    366    483    10     [2] 	[0] 	[0,0,1,0,0]
104  6     68    382    442    10     [2] 	[] 	[0,0,0,0,1]
105  47    47    817    942    10     [1] 	[] 	[0,1,0,0,0]
106  49    58    332    497    10     [4] 	[] 	[0,0,0,0,0]
107  27    43    14     494    10     [3] 	[0,3] 	[1,0,0,0,0]
108  37    31    19     499    10     [2] 	[0,2] 	[0,0,0,0,0]
109  57    29    425    485    10     [1] 	[4] 	[1,0,0,0,0]
110  63    23    164    644    10     [1] 	[] 	[0,0,0,0,0]
111  21    24    310    507    10     [2] 	[] 	[0,0,0,0,0]
112  12    24    389    449    10     [2] 	[0,2] 	[0,0,0,0,1]
113  24    58    262    377    10     [3] 	[] 	[0,0,0,0,0]
114  67    5     611    897    10     [1] 	[4] 	[0,1,0,0,0]
115  37    47    311    526    10     [2] 	[0,2] 	[0,0,1,0,0]
116  49    42    457    937    10     [1] 	[] 	[1,1,0,0,0]
117  53    43    14     74     10     [3] 	[] 	[1,0,1,0,0]
118  61    52    789    928    10     [0] 	[] 	[0,0,1,1,0]
119  57    48    212    692    10     [0] 	[] 	[0,0,1,0,0]
120  56    37    20     500    10     [2] 	[] 	[0,0,1,0,0]
121  55    54    382    862    10     [3] 	[0,3] 	[1,0,1,0,0]
122  4     18    516    697    10     [4] 	[1,3] 	[0,1,0,0,0]
123  26    52    14     494    10     [4] 	[0,1] 	[0,1,0,1,0]
124  26    35    338    398    10     [0] 	[] 	[0,0,0,1,0]
125  31    67    870    930    10     [1] 	[] 	[0,1,0,0,0]
