RC206.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
30   20    85    40     280    10     [4] 	[1] 	[0,0,1,0,0]
31   18    75    328    568    10     [2] 	[] 	[0,1,0,0,1]
32   15    75    240    480    10     [1] 	[2,4] 	[0,0,1,0,1]
33   15    80    307    547    10     [0] 	[1,2] 	[0,0,0,0,0]
34   10    35    311    551    10     [2] 	[2] 	[0,1,0,0,0]
35   10    40    459    699    10     [0] 	[] 	[0,0,0,0,0]
36   8     40    135    375    10     [1] 	[4] 	[0,0,1,0,1]
37   8     45    163    403    10     [4] 	[] 	[0,0,0,0,0]
38   5     35    593    833    10     [4] 	[] 	[0,0,0,0,0]
39   5     45    35     275    10     [1] 	[2,4] 	[0,0,0,0,0]
40   2     40    114    354    10     [3] 	[] 	[0,0,0,1,0]
41   0     40    195    435    10     [4] 	[] 	[0,0,1,0,0]
42   0     45    643    883    10     [1] 	[] 	[0,0,1,0,0]
43   44    5     275    515    10     [2] 	[1,2] 	[0,0,0,0,1]
44   42    10    194    434    10     [0] 	[1] 	[1,0,0,0,0]
45   42    15    477    717    10     [4] 	[] 	[0,0,1,0,0]
46   40    5     155    395    10     [3] 	[] 	[0,0,0,1,0]
47   40    15    315    555    10     [1] 	[4] 	[0,0,1,0,1]
48   38    5     141    381    10     [0] 	[] 	[1,0,0,0,0]
49   38    15    621    861    10     [3] 	[] 	[0,0,0,0,0]
50   35    5     664    904    10     [1] 	[2] 	[0,0,0,0,0]
51   95    30    469    709    10     [3] 	[2,3] 	[0,0,0,0,0]
52   95    35    86     326    10     [3] 	[3] 	[0,0,0,0,0]
53   92    30    89     329    10     [2] 	[1,2] 	[0,1,0,0,1]
54   90    35    134    374    10     [1] 	[] 	[0,0,1,0,0]
55   88    30    186    426    10     [4] 	[] 	[0,0,0,0,0]
56   88    35    105    345    10     [4] 	[2] 	[0,0,0,0,0]
57   87    30    561    801    10     [2] 	[1,2] 	[0,0,0,0,0]
58   85    25    51     291    10     [3] 	[2,3] 	[0,0,0,1,0]
59   85    35    427    667    10     [4] 	[2] 	[0,0,1,0,0]
60   67    85    597    837    10     [1] 	[4] 	[0,0,0,0,0]
61   65    85    43     283    10     [3] 	[2,3] 	[0,0,0,0,0]
62   65    82    497    737    10     [3] 	[2,4] 	[0,0,0,1,0]
63   62    80    218    458    10     [1] 	[] 	[0,0,0,0,0]
64   60    80    36     276    10     [4] 	[1,2] 	[0,0,0,0,0]
65   60    85    269    509    10     [3] 	[] 	[0,0,0,1,0]
66   58    75    316    556    10     [4] 	[2] 	[0,0,0,0,0]
67   55    80    33     273    10     [1] 	[2] 	[0,0,1,0,0]
68   55    85    514    754    10     [4] 	[] 	[0,0,1,0,0]
69   55    82    157    397    10     [2] 	[2] 	[0,1,0,0,1]
70   20    82    37     277    10     [1] 	[2,4] 	[0,0,1,0,1]
71   18    80    429    669    10     [3] 	[2,4] 	[0,0,0,1,0]
72   2     45    45     285    10     [0] 	[] 	[1,0,0,0,0]
73   42    5     664    904    10     [4] 	[] 	[0,0,0,0,0]
74   42    12    380    620    10     [2] 	[1] 	[0,0,0,0,0]
75   72    35    447    687    10     [0] 	[1,2] 	[1,0,0,0,0]
76   55    20    266    506    10     [4] 	[] 	[0,0,1,0,0]
77   25    30    115    355    10     [2] 	[] 	[0,0,0,0,0]
78   20    50    315    555    10     [2] 	[1,2] 	[0,1,0,0,1]
79   55    60    541    781    10     [2] 	[2] 	[0,1,0,0,1]
80   30    60    539    779    10     [4] 	[] 	[0,0,0,0,0]
81   50    35    497    737    10     [1] 	[] 	[0,0,0,0,1]
82   30    25    337    577    10     [2] 	[1] 	[0,1,0,0,0]
83   15    10    662    902    10     [2] 	[1] 	[0,1,0,0,0]
84   10    20    42     282    10     [3] 	[2,3] 	[0,0,0,0,0]
85   15    60    634    874    10     [0] 	[1,2] 	[0,0,0,0,0]
86   45    65    198    438    10     [4] 	[1] 	[0,0,0,0,0]
87   65    35    107    347    10     [4] 	[1] 	[0,0,0,0,0]
88   65    20    39     279    10     [1] 	[4] 	[0,0,1,0,0]
89   45    30    131    371    10     [1] 	[] 	[0,0,0,0,0]
90   35    40    11     251    10     [1] 	[2] 	[0,0,1,0,1]
91   41    37    506    746    10     [2] 	[] 	[0,0,0,0,0]
92   64    42    208    448    10     [1] 	[] 	[0,0,1,0,1]
93   40    60    552    792    10     [3] 	[3] 	[0,0,0,1,0]
94   31    52    97     337    10     [3] 	[] 	[0,0,0,0,0]
95   35    69    690    930    10     [0] 	[] 	[1,0,0,0,0]
96   65    55    181    421    10     [3] 	[2,4] 	[0,0,0,1,0]
97   63    65    27     267    10     [4] 	[] 	[0,0,0,0,0]
98   2     60    226    466    10     [4] 	[2] 	[0,0,0,0,0]
99   20    20    585    825    10     [0] 	[] 	[1,0,0,0,0]
100  5     5     172    412    10     [4] 	[1,2] 	[0,0,1,0,0]
101  60    12    208    448    10     [0] 	[] 	[1,0,0,0,0]
102  23    3     660    900    10     [1] 	[4] 	[0,0,0,0,1]
103  8     56    305    545    10     [2] 	[] 	[0,1,0,0,1]
104  6     68    292    532    10     [2] 	[1] 	[0,0,0,0,0]
105  47    47    702    942    10     [0] 	[1,2] 	[1,0,0,0,0]
106  49    58    295    535    10     [4] 	[1,2] 	[0,0,0,0,0]
107  27    43    92     332    10     [4] 	[1,2] 	[0,0,1,0,0]
108  37    31    45     285    10     [4] 	[1,2] 	[0,0,1,0,0]
109  57    29    335    575    10     [4] 	[2] 	[0,0,1,0,0]
110  63    23    284    524    10     [0] 	[1,2] 	[1,0,0,0,0]
111  21    24    289    529    10     [2] 	[] 	[0,0,0,0,0]
112  12    24    299    539    10     [3] 	[] 	[0,0,0,1,0]
113  24    58    200    440    10     [0] 	[2] 	[1,0,0,0,0]
114  67    5     653    893    10     [3] 	[4] 	[0,0,0,1,0]
115  37    47    299    539    10     [4] 	[1] 	[0,0,1,0,0]
116  49    42    659    899    10     [0] 	[1,2] 	[1,0,0,0,0]
117  53    43    14     254    10     [3] 	[3,4] 	[0,0,0,0,0]
118  61    52    688    928    10     [3] 	[2] 	[0,0,0,1,0]
119  57    48    332    572    10     [2] 	[1,2] 	[0,1,0,0,1]
120  56    37    40     280    10     [1] 	[2,4] 	[0,0,0,0,0]
121  55    54    502    742    10     [2] 	[2] 	[0,0,0,0,1]
122  4     18    487    727    10     [3] 	[2] 	[0,0,0,1,0]
123  26    52    112    352    10     [2] 	[2] 	[0,0,0,0,0]
124  26    35    248    488    10     [4] 	[2] 	[0,0,1,0,0]
125  31    67    690    930    10     [0] 	[2] 	[0,0,0,0,0]
