RC104.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
67   55    80    0      196    10     [3] 	[] 	[0,0,1,0,0]
68   55    85    0      191    10     [4] 	[] 	[0,0,0,1,1]
69   55    82    64     94     10     [2] 	[] 	[0,0,1,0,0]
70   20    82    0      192    10     [4] 	[2,4] 	[0,0,0,0,0]
71   18    80    0      192    10     [3] 	[1,4] 	[0,0,1,0,0]
72   2     45    0      191    10     [4] 	[] 	[0,0,0,1,1]
73   42    5     0      184    10     [4] 	[4] 	[0,0,0,1,1]
74   42    12    0      191    10     [3] 	[1,4] 	[0,0,1,0,0]
75   72    35    0      194    10     [1] 	[] 	[0,1,0,0,0]
76   55    20    0      196    10     [4] 	[2] 	[0,0,0,0,0]
77   25    30    0      205    10     [4] 	[2,4] 	[0,0,0,0,0]
78   20    50    91     121    10     [4] 	[2] 	[0,0,0,1,1]
79   55    60    0      211    10     [3] 	[] 	[0,0,1,0,0]
80   30    60    140    170    10     [2] 	[1] 	[0,0,1,0,0]
81   50    35    0      211    10     [3] 	[3] 	[0,0,1,0,0]
82   30    25    0      203    10     [2] 	[1,2] 	[0,0,1,0,0]
83   15    10    152    182    10     [2] 	[] 	[0,0,0,0,0]
84   10    20    0      187    10     [3] 	[1,3] 	[0,0,1,0,0]
85   15    60    0      203    10     [2] 	[] 	[0,0,0,0,0]
86   45    65    0      214    10     [4] 	[2,4] 	[0,0,0,1,0]
87   65    35    52     82     10     [0] 	[0,1] 	[0,1,0,0,0]
88   65    20    0      190    10     [4] 	[] 	[0,0,0,1,0]
89   45    30    0      209    10     [3] 	[3] 	[0,0,0,0,0]
90   35    40    0      218    10     [0] 	[1] 	[0,0,0,0,0]
91   41    37    0      216    10     [0] 	[] 	[0,1,0,0,1]
92   64    42    70     100    10     [1] 	[1] 	[0,0,0,0,0]
93   40    60    0      220    10     [3] 	[1,3] 	[0,0,1,0,0]
94   31    52    41     71     10     [3] 	[4] 	[0,0,0,0,0]
95   35    69    0      210    10     [3] 	[] 	[0,0,1,0,0]
96   65    55    0      204    10     [2] 	[] 	[0,0,1,0,0]
97   63    65    0      202    10     [3] 	[] 	[0,0,1,0,0]
98   2     60    0      190    10     [1] 	[2] 	[0,0,0,0,0]
99   20    20    141    171    10     [0] 	[] 	[0,0,0,0,1]
100  5     5     0      172    10     [2] 	[] 	[0,0,1,0,0]
101  60    12    75     105    10     [2] 	[] 	[0,0,1,0,0]
102  23    3     150    180    10     [2] 	[0,1] 	[0,0,1,0,0]
103  8     56    0      197    10     [3] 	[] 	[0,0,1,0,0]
104  6     68    89     119    10     [4] 	[] 	[0,0,0,1,1]
105  47    47    0      222    10     [1] 	[] 	[0,1,0,0,0]
106  49    58    0      217    10     [3] 	[1,4] 	[0,0,1,0,0]
107  27    43    0      215    10     [4] 	[4] 	[0,0,0,1,1]
108  37    31    0      210    10     [0] 	[0,1] 	[0,1,0,0,1]
109  57    29    96     126    10     [1] 	[1,2] 	[0,1,0,0,0]
110  63    23    0      194    10     [4] 	[2] 	[0,0,0,0,1]
111  21    24    0      197    10     [4] 	[2,4] 	[0,0,0,0,0]
112  12    24    90     120    10     [2] 	[0,2] 	[0,0,1,0,0]
113  24    58    0      212    10     [4] 	[] 	[0,0,0,0,1]
114  67    5     0      177    10     [3] 	[] 	[0,0,1,0,0]
115  37    47    0      225    10     [3] 	[1] 	[0,0,1,0,0]
116  49    42    0      217    10     [4] 	[2,4] 	[0,0,0,0,0]
117  53    43    14     44     10     [4] 	[2] 	[0,0,0,1,0]
118  61    52    0      208    10     [0] 	[] 	[0,1,0,0,0]
119  57    48    0      212    10     [1] 	[1,2] 	[0,1,0,0,0]
120  56    37    0      209    10     [0] 	[] 	[0,1,0,0,0]
121  55    54    0      214    10     [4] 	[2] 	[0,0,0,0,0]
122  4     18    0      181    10     [4] 	[2,4] 	[0,0,0,0,0]
123  26    52    0      215    10     [1] 	[1,2] 	[0,0,0,0,0]
124  26    35    77     107    10     [1] 	[1,2] 	[0,1,0,0,0]
125  31    67    180    210    10     [3] 	[1] 	[0,0,1,0,0]
