R112.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
74   6     68    73     152    10     [0] 	[1,4] 	[0,0,0,0,0]
75   47    47    75     182    10     [4] 	[] 	[0,0,1,1,0]
76   49    58    36     149    10     [0] 	[] 	[0,0,0,0,0]
77   27    43    11     133    10     [2] 	[2] 	[0,0,1,0,1]
78   37    31    51     148    10     [3] 	[4] 	[0,1,1,0,0]
79   57    29    90     197    10     [0] 	[4] 	[0,0,1,0,0]
80   63    23    69     189    10     [4] 	[4] 	[0,0,0,0,0]
81   53    12    76     190    10     [4] 	[4] 	[0,0,1,1,0]
82   32    12    48     163    10     [1] 	[] 	[0,1,1,0,0]
83   36    26    84     210    10     [4] 	[] 	[0,0,0,0,0]
84   21    24    17     183    10     [3] 	[0,4] 	[0,0,0,0,0]
85   17    34    70     201    10     [2] 	[4] 	[0,0,1,0,1]
86   12    24    29     132    10     [2] 	[2,4] 	[0,0,1,0,0]
87   24    58    25     154    10     [1] 	[] 	[0,1,1,0,0]
88   27    69    34     172    10     [4] 	[] 	[0,0,1,1,0]
89   15    77    46     165    10     [1] 	[] 	[0,1,0,0,0]
90   62    77    49     170    10     [3] 	[] 	[0,0,0,0,0]
91   49    73    68     179    10     [1] 	[3,4] 	[0,0,0,0,0]
92   67    5     43     156    10     [0] 	[1] 	[0,0,1,0,0]
93   56    39    80     198    10     [3] 	[0,4] 	[0,0,1,0,0]
94   37    47    12     137    10     [0] 	[] 	[0,0,1,0,0]
95   37    56    48     198    10     [4] 	[] 	[0,0,1,1,0]
96   57    68    39     148    10     [0] 	[] 	[0,0,1,0,0]
97   47    16    22     170    10     [4] 	[] 	[0,0,0,0,0]
98   44    17    30     135    10     [3] 	[] 	[0,1,1,0,0]
99   46    13    74     195    10     [3] 	[0] 	[0,1,0,0,0]
100  49    11    27     141    10     [1] 	[3] 	[0,1,1,0,0]
101  49    42    27     128    10     [2] 	[] 	[0,0,1,0,1]
102  53    43    72     200    10     [3] 	[] 	[0,0,0,0,0]
103  61    52    42     159    10     [2] 	[2] 	[0,0,0,0,0]
104  57    48    47     146    10     [1] 	[4] 	[0,1,1,0,0]
105  56    37    73     198    10     [2] 	[0] 	[0,0,0,0,0]
106  55    54    57     140    10     [1] 	[] 	[0,1,1,0,0]
107  15    47    23     146    10     [0] 	[0,4] 	[0,0,0,0,0]
108  14    37    21     157    10     [0] 	[] 	[0,0,1,0,0]
109  11    31    57     154    10     [2] 	[0,2] 	[0,0,1,0,1]
110  16    22    44     147    10     [2] 	[2,4] 	[0,0,1,0,1]
111  4     18    49     148    10     [1] 	[3,4] 	[0,0,1,0,0]
112  28    18    61     134    10     [1] 	[] 	[0,1,0,0,0]
113  26    52    21     136    10     [2] 	[2] 	[0,0,1,0,1]
114  26    35    68     211    10     [4] 	[0] 	[0,0,1,0,0]
115  31    67    46     153    10     [1] 	[4] 	[0,1,0,0,0]
116  15    19    70     194    10     [4] 	[] 	[0,0,0,0,0]
117  22    22    18     159    10     [2] 	[0] 	[0,0,0,0,1]
118  18    24    60     199    10     [1] 	[] 	[0,1,0,0,0]
119  26    27    58     151    10     [1] 	[3,4] 	[0,0,0,0,0]
120  25    24    14     143    10     [3] 	[0,4] 	[0,1,0,0,0]
121  22    27    89     190    10     [3] 	[] 	[0,1,1,0,0]
122  25    21    92     183    10     [4] 	[] 	[0,0,1,1,0]
123  19    21    21     142    10     [0] 	[] 	[0,0,0,0,0]
124  20    26    33     142    10     [2] 	[] 	[0,0,1,0,0]
125  18    18    51     195    10     [2] 	[0,4] 	[0,0,1,0,1]
