RC102.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
30   20    85    0      189    10     [1] 	[1] 	[0,0,0,0,1]
31   18    75    95     125    10     [4] 	[0] 	[0,1,0,0,1]
32   15    75    0      194    10     [2] 	[] 	[0,0,0,0,0]
33   15    80    91     121    10     [0] 	[0,3] 	[1,0,0,0,0]
34   10    35    91     121    10     [4] 	[0] 	[0,0,0,0,0]
35   10    40    119    149    10     [2] 	[1] 	[0,0,0,1,0]
36   8     40    59     89     10     [4] 	[0,4] 	[0,0,0,0,0]
37   8     45    0      197    10     [1] 	[] 	[1,0,0,0,0]
38   5     35    142    172    10     [3] 	[0,1] 	[1,0,1,0,0]
39   5     45    35     65     10     [0] 	[] 	[0,0,0,0,0]
40   2     40    58     88     10     [2] 	[1,3] 	[0,0,0,1,0]
41   0     40    72     102    10     [2] 	[] 	[0,0,0,1,0]
42   0     45    149    179    10     [0] 	[] 	[1,0,0,0,0]
43   44    5     87     117    10     [1] 	[0,4] 	[0,0,0,0,0]
44   42    10    72     102    10     [1] 	[4] 	[0,0,0,0,0]
45   42    15    122    152    10     [0] 	[3] 	[1,0,0,0,0]
46   40    5     0      185    10     [4] 	[0,2] 	[0,0,0,0,1]
47   40    15    92     122    10     [3] 	[0,1] 	[0,0,0,0,0]
48   38    5     65     95     10     [3] 	[] 	[0,0,0,0,0]
49   38    15    148    178    10     [0] 	[1] 	[1,0,0,0,0]
50   35    5     154    184    10     [3] 	[0,1] 	[0,0,0,0,0]
51   95    30    0      171    10     [2] 	[] 	[0,0,0,1,0]
52   95    35    62     92     10     [2] 	[3] 	[0,0,0,0,0]
53   92    30    62     92     10     [0] 	[1] 	[1,0,0,0,0]
54   90    35    67     97     10     [3] 	[0,1] 	[0,0,1,0,0]
55   88    30    74     104    10     [2] 	[1] 	[0,0,0,1,0]
56   88    35    0      179    10     [0] 	[0,3] 	[1,0,0,0,0]
57   87    30    131    161    10     [2] 	[1] 	[1,0,0,1,0]
58   85    25    51     81     10     [3] 	[0,1] 	[0,0,1,0,0]
59   85    35    0      182    10     [0] 	[0,3] 	[1,0,0,0,0]
60   67    85    139    169    10     [1] 	[4] 	[1,0,0,0,1]
61   65    85    43     73     10     [1] 	[4] 	[0,0,0,0,0]
62   65    82    0      189    10     [3] 	[] 	[0,0,1,0,0]
63   62    80    75     105    10     [2] 	[] 	[0,0,0,0,0]
64   60    80    37     67     10     [3] 	[] 	[1,0,1,0,0]
65   60    85    85     115    10     [2] 	[1] 	[1,0,0,1,0]
66   58    75    92     122    10     [2] 	[] 	[0,0,0,1,0]
67   55    80    33     63     10     [2] 	[1,3] 	[0,0,0,1,0]
68   55    85    128    158    10     [0] 	[] 	[1,0,0,0,0]
69   55    82    64     94     10     [4] 	[0,4] 	[0,1,0,0,1]
70   20    82    37     67     10     [3] 	[0,1] 	[1,0,0,0,0]
71   18    80    113    143    10     [1] 	[] 	[0,0,0,0,0]
72   2     45    45     75     10     [2] 	[3] 	[0,0,0,0,0]
73   42    5     0      184    10     [0] 	[1,3] 	[1,0,0,0,0]
74   42    12    104    134    10     [2] 	[] 	[1,0,0,1,0]
75   72    35    0      194    10     [0] 	[] 	[0,0,0,0,0]
76   55    20    83     113    10     [1] 	[0] 	[1,0,0,0,0]
77   25    30    0      205    10     [2] 	[] 	[1,0,0,0,0]
78   20    50    91     121    10     [3] 	[1] 	[1,0,0,0,0]
79   55    60    139    169    10     [3] 	[0,1] 	[1,0,1,0,0]
80   30    60    140    170    10     [1] 	[0,4] 	[1,0,0,0,1]
81   50    35    130    160    10     [0] 	[0,1] 	[0,0,0,0,0]
82   30    25    96     126    10     [4] 	[] 	[0,1,0,0,0]
83   15    10    152    182    10     [3] 	[0] 	[0,0,1,0,0]
84   10    20    0      187    10     [2] 	[1,3] 	[0,0,0,1,0]
85   15    60    155    185    10     [1] 	[0,1] 	[1,0,0,0,1]
86   45    65    66     96     10     [3] 	[0,1] 	[0,0,0,0,0]
87   65    35    52     82     10     [1] 	[1] 	[1,0,0,0,1]
88   65    20    39     69     10     [2] 	[] 	[0,0,0,1,0]
89   45    30    53     83     10     [2] 	[1] 	[1,0,0,1,0]
90   35    40    11     41     10     [1] 	[] 	[1,0,0,0,1]
91   41    37    133    163    10     [3] 	[0,1] 	[1,0,1,0,0]
92   64    42    70     100    10     [1] 	[] 	[1,0,0,0,0]
93   40    60    144    174    10     [2] 	[1] 	[0,0,0,1,0]
94   31    52    41     71     10     [0] 	[1,3] 	[1,0,0,0,0]
95   35    69    180    210    10     [0] 	[1] 	[1,0,0,0,0]
96   65    55    65     95     10     [4] 	[4] 	[0,0,0,0,0]
97   63    65    0      202    10     [0] 	[1] 	[0,0,0,0,0]
98   2     60    77     107    10     [2] 	[] 	[0,0,0,0,0]
99   20    20    141    171    10     [2] 	[] 	[0,0,0,0,0]
100  5     5     0      172    10     [2] 	[1] 	[1,0,0,1,0]
101  60    12    75     105    10     [0] 	[] 	[1,0,0,0,0]
102  23    3     150    180    10     [2] 	[] 	[0,0,0,0,0]
103  8     56    90     120    10     [0] 	[] 	[0,0,0,0,0]
104  6     68    89     119    10     [0] 	[] 	[1,0,0,0,0]
105  47    47    192    222    10     [4] 	[2,4] 	[0,1,0,0,0]
106  49    58    86     116    10     [3] 	[0,1] 	[0,0,0,0,0]
107  27    43    0      215    10     [4] 	[] 	[0,0,0,0,1]
108  37    31    0      210    10     [3] 	[] 	[0,0,0,0,0]
109  57    29    96     126    10     [0] 	[] 	[1,0,0,0,0]
110  63    23    0      194    10     [2] 	[1,3] 	[0,0,0,0,0]
111  21    24    87     117    10     [3] 	[0] 	[1,0,1,0,0]
112  12    24    90     120    10     [0] 	[] 	[1,0,0,0,0]
113  24    58    67     97     10     [3] 	[0,1] 	[0,0,0,0,0]
114  67    5     144    174    10     [1] 	[4] 	[1,0,0,0,1]
115  37    47    86     116    10     [4] 	[2,4] 	[0,1,0,0,0]
116  49    42    0      217    10     [2] 	[] 	[0,0,0,0,0]
117  53    43    14     44     10     [1] 	[] 	[1,0,0,0,0]
118  61    52    178    208    10     [1] 	[4] 	[1,0,0,0,1]
119  57    48    0      212    10     [2] 	[1,3] 	[1,0,0,0,0]
120  56    37    0      209    10     [2] 	[] 	[0,0,0,0,0]
121  55    54    0      214    10     [1] 	[1,4] 	[0,0,0,0,0]
122  4     18    120    150    10     [3] 	[0,1] 	[1,0,1,0,0]
123  26    52    0      215    10     [0] 	[] 	[1,0,0,0,0]
124  26    35    77     107    10     [0] 	[0,3] 	[0,0,0,0,0]
125  31    67    180    210    10     [2] 	[] 	[1,0,0,0,0]
