C101.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
77   25    35    912    969    90     [0] 	[2] 	[0,0,0,0,0]
78   44    5     286    347    90     [0] 	[2,3] 	[0,0,0,0,1]
79   42    10    186    257    90     [2] 	[1,3] 	[1,0,1,0,0]
80   42    15    95     158    90     [4] 	[2] 	[0,0,0,0,0]
81   40    5     385    436    90     [2] 	[] 	[0,0,0,0,0]
82   40    15    35     87     90     [2] 	[1,3] 	[0,0,0,0,0]
83   38    5     471    534    90     [4] 	[] 	[1,0,0,0,0]
84   38    15    651    740    90     [1] 	[1,2] 	[0,0,0,0,0]
85   35    5     562    629    90     [3] 	[3] 	[0,0,0,0,0]
86   50    30    531    610    90     [1] 	[] 	[0,0,0,0,0]
87   50    35    262    317    90     [3] 	[3] 	[0,0,1,1,0]
88   50    40    171    218    90     [0] 	[0] 	[0,1,0,0,1]
89   48    30    632    693    90     [1] 	[2] 	[1,0,0,0,0]
90   48    40    76     129    90     [4] 	[] 	[0,0,1,0,0]
91   47    35    826    875    90     [2] 	[] 	[1,0,1,0,0]
92   47    40    12     77     90     [0] 	[0,3] 	[0,1,0,0,1]
93   45    30    734    777    90     [4] 	[2] 	[0,0,1,0,0]
94   45    35    916    969    90     [4] 	[1,3] 	[0,0,0,0,0]
95   95    30    387    456    90     [1] 	[] 	[0,0,0,0,0]
96   95    35    293    360    90     [3] 	[] 	[0,0,0,1,0]
97   53    30    450    505    90     [0] 	[] 	[0,1,0,0,0]
98   92    30    478    551    90     [3] 	[] 	[0,0,0,1,0]
99   53    35    353    412    90     [4] 	[1,3] 	[0,0,0,0,0]
100  45    65    997    1068   90     [2] 	[3] 	[0,0,0,0,0]
101  90    35    203    260    90     [1] 	[1] 	[0,1,0,0,0]
102  88    30    574    643    90     [2] 	[3] 	[1,0,1,0,0]
103  88    35    109    170    90     [4] 	[1] 	[1,0,1,0,0]
104  87    30    668    731    90     [1] 	[1,3] 	[0,1,0,0,0]
105  85    25    769    820    90     [3] 	[3] 	[0,0,0,1,0]
106  85    35    47     124    90     [3] 	[3] 	[0,0,1,1,0]
107  75    55    369    420    90     [0] 	[] 	[0,0,0,0,1]
108  72    55    265    338    90     [4] 	[2] 	[0,0,0,0,0]
109  70    58    458    523    90     [2] 	[] 	[1,0,0,0,0]
110  68    60    555    612    90     [1] 	[3] 	[1,0,0,0,0]
111  66    55    173    238    90     [3] 	[1,3] 	[0,0,1,1,0]
112  65    55    85     144    90     [0] 	[] 	[0,1,0,0,1]
113  65    60    645    708    90     [0] 	[] 	[0,1,0,0,1]
114  63    58    737    802    90     [3] 	[] 	[0,0,1,1,0]
115  60    55    20     84     90     [2] 	[3] 	[0,0,1,0,0]
116  60    60    836    889    90     [4] 	[2] 	[1,0,1,0,0]
117  67    85    368    441    90     [2] 	[1] 	[0,0,0,0,0]
118  65    85    475    518    90     [0] 	[] 	[0,0,0,0,1]
119  65    82    285    336    90     [0] 	[] 	[0,0,0,0,0]
120  62    80    196    239    90     [4] 	[] 	[1,0,1,0,0]
121  60    80    95     156    90     [2] 	[1,3] 	[0,0,0,0,0]
122  60    85    561    622    90     [4] 	[3] 	[0,0,1,0,0]
123  58    75    30     84     90     [1] 	[] 	[0,1,0,0,0]
124  55    80    743    820    90     [4] 	[] 	[1,0,1,0,0]
125  55    85    647    726    90     [0] 	[0,3] 	[0,1,0,0,1]
