R201.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
81   53    12    585    692    10     [2] 	[2,3] 	[0,0,0,0,0]
82   32    12    421    530    10     [4] 	[3] 	[0,1,0,0,0]
83   36    26    849    980    10     [4] 	[1] 	[0,1,0,0,0]
84   21    24    17     229    10     [4] 	[2,3] 	[0,1,0,0,0]
85   17    34    721    862    10     [1] 	[2] 	[1,0,0,1,0]
86   12    24    290    377    10     [1] 	[1] 	[0,0,0,0,0]
87   24    58    163    302    10     [1] 	[1,2] 	[0,0,0,0,0]
88   27    69    34     191    10     [1] 	[2] 	[1,0,0,1,0]
89   15    77    214    333    10     [3] 	[] 	[0,0,0,0,0]
90   62    77    49     188    10     [2] 	[3] 	[0,0,0,0,0]
91   49    73    592    693    10     [3] 	[4] 	[0,0,0,0,0]
92   67    5     294    401    10     [4] 	[1,3] 	[0,1,0,0,0]
93   56    39    637    752    10     [2] 	[3] 	[0,0,1,0,0]
94   37    47    162    293    10     [2] 	[3] 	[0,0,0,0,0]
95   37    56    788    968    10     [0] 	[] 	[0,1,0,0,0]
96   57    68    268    367    10     [4] 	[] 	[0,0,0,0,0]
97   47    16    31     208    10     [3] 	[0] 	[0,1,0,0,0]
98   44    17    308    399    10     [0] 	[] 	[0,0,0,0,0]
99   46    13    681    802    10     [0] 	[] 	[0,1,0,0,0]
100  49    11    236    345    10     [1] 	[0,2] 	[1,0,0,0,0]
101  49    42    290    373    10     [3] 	[0] 	[0,1,0,0,0]
102  53    43    817    952    10     [2] 	[] 	[0,0,1,0,0]
103  61    52    384    499    10     [4] 	[1,3] 	[0,1,0,0,0]
104  57    48    388    465    10     [2] 	[] 	[0,0,0,0,0]
105  56    37    839    968    10     [4] 	[] 	[0,0,0,0,0]
106  55    54    411    456    10     [2] 	[2,3] 	[0,0,0,0,0]
107  15    47    162    289    10     [3] 	[] 	[0,1,0,0,0]
108  14    37    96     249    10     [3] 	[0] 	[0,1,0,0,0]
109  11    31    436    511    10     [1] 	[2] 	[1,0,0,1,0]
110  16    22    376    461    10     [3] 	[0] 	[0,1,0,0,0]
111  4     18    388    465    10     [4] 	[2] 	[0,1,0,0,0]
112  28    18    420    447    10     [1] 	[2] 	[0,0,0,0,0]
113  26    52    279    388    10     [0] 	[1,3] 	[0,0,0,0,0]
114  26    35    755    920    10     [3] 	[0,4] 	[0,1,0,0,0]
115  31    67    392    487    10     [1] 	[0,2] 	[1,0,0,1,0]
116  15    19    739    866    10     [3] 	[0] 	[0,0,0,0,0]
117  22    22    18     181    10     [4] 	[1,3] 	[0,1,0,0,0]
118  18    24    811    969    10     [4] 	[] 	[0,0,0,0,0]
119  26    27    436    503    10     [4] 	[2] 	[0,0,0,0,0]
120  25    24    92     231    10     [0] 	[] 	[0,1,0,0,0]
121  22    27    607    690    10     [2] 	[3] 	[0,0,0,0,0]
122  25    21    612    673    10     [3] 	[0] 	[0,1,0,0,0]
123  19    21    183    306    10     [3] 	[0,4] 	[0,0,0,0,0]
124  20    26    333    432    10     [3] 	[0,4] 	[0,1,0,0,0]
125  18    18    798    965    10     [3] 	[] 	[0,1,0,0,0]
