C201.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
23   38    83    0      3390   0      [2,4] 	[1,2,3,4] 	[0,4,3,3,0]
24   42    3     0      3390   0      [1,3] 	[2,3,4] 	[0,0,0,5,5]
25   60    3     0      3390   0      [0,3,4] 	[3] 	[0,5,0,3,3]
26   52    75    311    471    90     [0] 	[1] 	[0,0,0,0,1]
27   45    70    213    373    90     [4] 	[1,3] 	[0,0,0,0,0]
28   62    69    1167   1327   90     [1] 	[4] 	[0,0,0,1,0]
29   60    66    1261   1421   90     [4] 	[3] 	[0,1,0,0,0]
30   42    65    25     185    90     [0] 	[0] 	[0,0,0,0,0]
31   16    42    497    657    90     [3] 	[3,4] 	[0,0,0,1,1]
32   58    70    1073   1233   90     [4] 	[] 	[0,0,0,0,0]
33   34    60    2887   3047   90     [4] 	[] 	[0,0,0,0,0]
34   28    70    2601   2761   90     [0] 	[0,1] 	[0,0,0,0,1]
35   35    66    2791   2951   90     [1] 	[2] 	[0,0,0,1,0]
36   35    69    2698   2858   90     [0] 	[] 	[0,0,0,0,1]
37   25    85    2119   2279   90     [2] 	[3] 	[0,0,1,0,0]
38   22    75    2405   2565   90     [1] 	[2,4] 	[0,0,0,0,0]
39   22    85    2026   2186   90     [0] 	[0,1] 	[0,0,0,0,0]
40   20    80    2216   2376   90     [0] 	[] 	[0,0,0,0,1]
41   20    85    1934   2094   90     [4] 	[3] 	[0,0,0,0,0]
42   18    75    2311   2471   90     [3] 	[3,4] 	[0,0,0,0,0]
43   15    75    1742   1902   90     [4] 	[1] 	[0,1,0,0,0]
44   15    80    1837   1997   90     [4] 	[1,4] 	[0,1,0,0,0]
45   30    50    10     170    90     [2] 	[3] 	[0,0,0,1,0]
46   30    56    2983   3143   90     [0] 	[0,1] 	[0,0,0,0,1]
47   28    52    22     182    90     [0] 	[1] 	[0,0,0,0,1]
48   14    66    1643   1803   90     [1] 	[2,4] 	[0,0,0,1,0]
49   25    50    116    276    90     [0] 	[] 	[0,0,0,0,1]
50   22    66    2504   2664   90     [3] 	[] 	[0,0,0,1,1]
51   8     62    1545   1705   90     [3] 	[4] 	[0,0,0,1,1]
52   23    52    209    369    90     [4] 	[1] 	[0,1,0,0,0]
53   4     55    1447   1607   90     [4] 	[3,4] 	[0,0,0,0,0]
54   20    50    398    558    90     [4] 	[1,3] 	[0,0,0,0,0]
55   20    55    303    463    90     [2] 	[] 	[0,0,0,0,0]
56   10    35    781    941    90     [4] 	[1] 	[0,0,0,0,0]
57   10    40    593    753    90     [1] 	[] 	[0,0,0,0,0]
58   8     40    685    845    90     [4] 	[] 	[0,1,0,0,0]
59   8     45    1346   1506   90     [3] 	[3,4] 	[0,0,0,0,0]
60   5     35    876    1036   90     [4] 	[3] 	[0,1,0,0,0]
61   5     45    1253   1413   90     [1] 	[4] 	[0,0,0,1,0]
62   2     40    971    1131   90     [3] 	[3,4] 	[0,0,0,0,1]
63   0     40    1063   1223   90     [0] 	[0] 	[0,0,0,0,0]
64   0     45    1158   1318   90     [2] 	[] 	[0,0,0,1,0]
65   36    18    1819   1979   90     [1] 	[] 	[0,0,0,0,0]
66   35    32    2758   2918   90     [0] 	[] 	[0,0,0,0,1]
67   33    32    2666   2826   90     [2] 	[] 	[0,0,1,1,0]
68   33    35    2573   2733   90     [1] 	[2,4] 	[0,0,0,1,0]
69   32    20    1913   2073   90     [3] 	[3] 	[0,0,0,0,0]
70   30    30    2105   2265   90     [4] 	[] 	[0,1,0,0,0]
71   34    25    2009   2169   90     [4] 	[3] 	[0,0,0,0,0]
72   30    35    2480   2640   90     [2] 	[2,3] 	[0,0,1,1,0]
73   36    40    2856   3016   90     [3] 	[] 	[0,0,0,1,1]
74   48    20    967    1127   90     [2] 	[2,3] 	[0,0,1,1,0]
75   26    32    2292   2452   90     [4] 	[1] 	[0,1,0,0,0]
76   25    30    2200   2360   90     [4] 	[] 	[0,1,0,0,0]
77   25    35    2385   2545   90     [3] 	[3,4] 	[0,0,0,0,1]
78   44    5     1256   1416   90     [4] 	[] 	[0,1,0,0,0]
79   42    10    1160   1320   90     [3] 	[3,4] 	[0,0,0,0,1]
80   42    15    1065   1225   90     [0] 	[] 	[0,0,0,0,0]
81   40    5     1350   1510   90     [3] 	[] 	[0,0,0,0,1]
82   38    15    1725   1885   90     [0] 	[0] 	[0,0,0,0,1]
83   38    5     1442   1602   90     [4] 	[3,4] 	[0,0,0,0,0]
84   38    10    1630   1790   90     [0] 	[0,1] 	[0,0,0,0,1]
85   35    5     1535   1695   90     [3] 	[3,4] 	[0,0,0,0,1]
86   50    30    401    561    90     [2] 	[] 	[0,0,0,1,0]
87   50    35    120    280    90     [2] 	[2] 	[0,0,1,0,0]
88   50    40    25     185    90     [0] 	[0,1] 	[0,0,0,0,0]
89   48    30    493    653    90     [1] 	[] 	[0,0,0,1,0]
90   44    25    871    1031   90     [1] 	[4] 	[0,0,0,1,0]
91   47    35    588    748    90     [4] 	[4] 	[0,0,0,0,0]
92   47    40    12     172    90     [2] 	[2] 	[0,0,0,0,0]
93   42    30    776    936    90     [3] 	[3,4] 	[0,0,0,0,0]
94   45    35    680    840    90     [1] 	[4] 	[0,0,0,1,0]
95   95    30    2321   2481   90     [1] 	[] 	[0,0,0,1,0]
96   95    35    2226   2386   90     [1] 	[] 	[0,0,0,0,0]
97   53    30    308    468    90     [4] 	[1] 	[0,0,0,0,0]
98   92    30    2414   2574   90     [4] 	[] 	[0,0,0,0,0]
99   53    35    213    373    90     [1] 	[] 	[0,0,0,1,0]
100  45    65    118    278    90     [2] 	[3] 	[0,0,1,1,0]
101  90    35    2131   2291   90     [0] 	[0] 	[0,0,0,0,1]
102  72    45    2900   3060   90     [1] 	[2,4] 	[0,0,0,1,0]
103  78    40    2802   2962   90     [0] 	[0,1] 	[0,0,0,0,1]
104  87    30    2608   2768   90     [1] 	[2,4] 	[0,0,0,0,0]
105  85    25    2513   2673   90     [2] 	[3] 	[0,0,0,0,0]
106  85    35    2703   2863   90     [3] 	[] 	[0,0,0,0,0]
107  75    55    1925   2085   90     [4] 	[3] 	[0,1,0,0,0]
108  72    55    1832   1992   90     [1] 	[2,4] 	[0,0,0,1,0]
109  70    58    1641   1801   90     [0] 	[] 	[0,0,0,0,1]
110  86    46    2029   2189   90     [2] 	[] 	[0,0,1,0,0]
111  66    55    1736   1896   90     [3] 	[] 	[0,0,0,0,1]
112  64    46    3097   3257   90     [3] 	[] 	[0,0,0,0,0]
113  65    60    1546   1706   90     [4] 	[1,4] 	[0,1,0,0,0]
114  56    64    1355   1515   90     [4] 	[3,4] 	[0,0,0,0,0]
115  60    55    3119   3279   90     [0] 	[0,1] 	[0,0,0,0,1]
116  60    60    1451   1611   90     [4] 	[4] 	[0,1,0,0,0]
117  67    85    694    854    90     [0] 	[0] 	[0,0,0,0,1]
118  42    58    8      168    90     [4] 	[1,4] 	[0,0,0,0,0]
119  65    82    788    948    90     [3] 	[4] 	[0,0,0,0,0]
120  62    80    881    1041   90     [1] 	[2,4] 	[0,0,0,1,0]
121  62    40    3001   3161   90     [2] 	[] 	[0,0,1,1,0]
122  60    85    597    757    90     [3] 	[] 	[0,0,0,0,1]
123  58    75    978    1138   90     [0] 	[0,1] 	[0,0,0,0,1]
124  55    80    407    567    90     [4] 	[3] 	[0,0,0,0,0]
125  55    85    502    662    90     [2] 	[2] 	[0,0,0,0,0]
