RC202.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
43   44    5     335    455    10     [4] 	[1,4] 	[1,0,0,0,1]
44   42    10    254    374    10     [1] 	[3] 	[0,0,0,0,0]
45   42    15    537    657    10     [3] 	[0,3] 	[0,0,0,1,0]
46   40    5     0      905    10     [1] 	[2] 	[0,0,0,1,0]
47   40    15    375    495    10     [3] 	[0,3] 	[0,0,0,1,0]
48   38    5     201    321    10     [1] 	[] 	[0,0,0,0,0]
49   38    15    681    801    10     [4] 	[1,4] 	[1,0,0,0,1]
50   35    5     784    904    10     [4] 	[] 	[0,0,0,0,0]
51   95    30    0      891    10     [4] 	[1] 	[1,0,0,0,1]
52   95    35    146    266    10     [1] 	[] 	[0,0,0,0,0]
53   92    30    149    269    10     [1] 	[] 	[1,0,0,1,0]
54   90    35    194    314    10     [4] 	[1,4] 	[1,0,0,0,0]
55   88    30    246    366    10     [2] 	[] 	[0,1,0,0,0]
56   88    35    0      899    10     [3] 	[3] 	[0,0,0,1,0]
57   87    30    621    741    10     [4] 	[4] 	[1,0,0,0,1]
58   85    25    80     200    10     [0] 	[] 	[0,0,0,1,0]
59   85    35    0      902    10     [0] 	[2] 	[0,0,0,0,0]
60   67    85    657    777    10     [1] 	[2,3] 	[1,0,0,1,0]
61   65    85    43     163    10     [2] 	[0] 	[0,1,0,0,0]
62   65    82    0      909    10     [2] 	[] 	[0,0,0,0,0]
63   62    80    278    398    10     [1] 	[] 	[0,0,0,1,0]
64   60    80    64     184    10     [1] 	[2,3] 	[0,0,0,0,0]
65   60    85    329    449    10     [0] 	[2,4] 	[0,0,0,0,0]
66   58    75    376    496    10     [0] 	[4] 	[0,0,0,1,0]
67   55    80    33     153    10     [4] 	[] 	[0,0,0,0,0]
68   55    85    574    694    10     [4] 	[] 	[1,0,0,0,0]
69   55    82    217    337    10     [0] 	[2] 	[0,0,0,1,0]
70   20    82    37     157    10     [2] 	[2,4] 	[0,0,0,0,0]
71   18    80    489    609    10     [0] 	[2,4] 	[0,0,0,1,0]
72   2     45    105    225    10     [3] 	[] 	[0,0,0,1,0]
73   42    5     0      904    10     [3] 	[3] 	[0,0,0,1,0]
74   42    12    440    560    10     [2] 	[] 	[0,1,0,0,0]
75   72    35    0      914    10     [0] 	[] 	[0,0,0,0,0]
76   55    20    326    446    10     [0] 	[] 	[0,0,0,1,0]
77   25    30    0      925    10     [1] 	[3] 	[0,0,0,1,0]
78   20    50    375    495    10     [0] 	[2,4] 	[0,0,0,1,0]
79   55    60    601    721    10     [2] 	[0] 	[0,0,0,0,0]
80   30    60    599    719    10     [2] 	[] 	[0,1,0,0,0]
81   50    35    557    677    10     [2] 	[4] 	[0,1,0,0,0]
82   30    25    397    517    10     [0] 	[2] 	[0,0,0,1,0]
83   15    10    782    902    10     [2] 	[2,4] 	[0,1,0,0,0]
84   10    20    0      907    10     [1] 	[2,3] 	[1,0,0,1,0]
85   15    60    694    814    10     [2] 	[2] 	[0,1,0,0,0]
86   45    65    258    378    10     [3] 	[0,3] 	[0,0,0,1,0]
87   65    35    167    287    10     [3] 	[] 	[0,0,0,0,0]
88   65    20    39     159    10     [3] 	[0,3] 	[0,0,0,1,0]
89   45    30    191    311    10     [0] 	[] 	[0,0,0,1,0]
90   35    40    11     131    10     [3] 	[] 	[0,0,0,1,0]
91   41    37    566    686    10     [3] 	[] 	[0,0,0,0,0]
92   64    42    268    388    10     [2] 	[0] 	[0,1,0,0,0]
93   40    60    612    732    10     [2] 	[0,2] 	[0,1,0,0,0]
94   31    52    157    277    10     [3] 	[0,3] 	[0,0,0,0,0]
95   35    69    810    930    10     [0] 	[] 	[0,0,0,1,0]
96   65    55    241    361    10     [3] 	[] 	[0,0,0,1,0]
97   63    65    0      922    10     [2] 	[] 	[0,1,0,0,0]
98   2     60    286    406    10     [2] 	[0,2] 	[0,1,0,0,0]
99   20    20    645    765    10     [2] 	[] 	[0,0,0,0,0]
100  5     5     0      892    10     [2] 	[] 	[0,0,0,0,0]
101  60    12    268    388    10     [0] 	[] 	[0,0,0,1,0]
102  23    3     764    884    10     [2] 	[] 	[0,1,0,0,0]
103  8     56    365    485    10     [1] 	[2,3] 	[0,0,0,0,0]
104  6     68    352    472    10     [0] 	[2,4] 	[0,0,0,1,0]
105  47    47    822    942    10     [0] 	[2] 	[0,0,0,1,0]
106  49    58    355    475    10     [2] 	[] 	[0,0,0,0,0]
107  27    43    0      935    10     [4] 	[1] 	[0,0,0,0,0]
108  37    31    0      930    10     [2] 	[2] 	[0,1,0,0,0]
109  57    29    395    515    10     [0] 	[2] 	[0,0,0,0,0]
110  63    23    0      914    10     [1] 	[3] 	[1,0,0,1,0]
111  21    24    349    469    10     [0] 	[2,4] 	[0,0,0,1,0]
112  12    24    359    479    10     [1] 	[] 	[0,0,0,0,0]
113  24    58    260    380    10     [1] 	[3] 	[0,0,0,1,0]
114  67    5     713    833    10     [1] 	[] 	[1,0,0,1,0]
115  37    47    359    479    10     [0] 	[2,4] 	[0,0,0,1,0]
116  49    42    0      937    10     [2] 	[0,2] 	[0,1,0,0,0]
117  53    43    14     134    10     [3] 	[] 	[0,0,0,1,0]
118  61    52    808    928    10     [1] 	[] 	[1,0,0,1,0]
119  57    48    0      932    10     [4] 	[] 	[1,0,0,0,1]
120  56    37    0      929    10     [1] 	[2] 	[0,0,0,0,0]
121  55    54    0      934    10     [0] 	[] 	[0,0,0,1,0]
122  4     18    547    667    10     [4] 	[1,4] 	[0,0,0,0,1]
123  26    52    0      935    10     [2] 	[2] 	[0,0,0,0,0]
124  26    35    308    428    10     [2] 	[2] 	[0,1,0,0,0]
125  31    67    810    930    10     [3] 	[3] 	[0,0,0,1,0]
