R101.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
59   65    55    117    127    10     [2] 	[3] 	[0,0,1,0,0]
60   63    65    143    153    10     [1] 	[] 	[1,0,0,1,0]
61   2     60    41     51     10     [2] 	[] 	[0,0,0,0,0]
62   20    20    134    144    10     [3] 	[] 	[0,1,0,0,1]
63   5     5     83     93     10     [1] 	[] 	[1,0,0,0,0]
64   60    12    44     54     10     [0] 	[] 	[0,0,0,0,1]
65   40    25    85     95     10     [2] 	[3,4] 	[0,0,0,0,0]
66   42    7     97     107    10     [1] 	[] 	[1,0,0,1,0]
67   24    12    31     41     10     [4] 	[2] 	[0,0,0,0,1]
68   23    3     132    142    10     [4] 	[2] 	[0,0,0,0,1]
69   11    14    69     79     10     [1] 	[] 	[1,0,0,0,0]
70   6     38    32     42     10     [1] 	[] 	[0,0,0,1,0]
71   2     48    117    127    10     [4] 	[3] 	[0,0,0,0,1]
72   8     56    51     61     10     [1] 	[] 	[1,0,0,1,0]
73   13    52    165    175    10     [1] 	[1,4] 	[1,0,0,0,0]
74   6     68    108    118    10     [0] 	[0,3] 	[0,0,0,0,1]
75   47    47    124    134    10     [1] 	[] 	[0,0,0,0,0]
76   49    58    88     98     10     [1] 	[] 	[1,0,0,1,0]
77   27    43    52     62     10     [3] 	[0,4] 	[0,1,0,0,1]
78   37    31    95     105    10     [1] 	[] 	[1,0,0,1,0]
79   57    29    140    150    10     [4] 	[0] 	[0,0,0,0,1]
80   63    23    136    146    10     [0] 	[] 	[0,0,0,0,1]
81   53    12    130    140    10     [1] 	[] 	[0,0,0,0,0]
82   32    12    101    111    10     [3] 	[0,1] 	[0,1,0,0,0]
83   36    26    200    210    10     [1] 	[] 	[0,0,0,0,0]
84   21    24    18     28     10     [0] 	[0,3] 	[0,0,0,0,1]
85   17    34    162    172    10     [0] 	[3,4] 	[0,0,0,0,1]
86   12    24    76     86     10     [1] 	[] 	[0,0,0,0,0]
87   24    58    58     68     10     [0] 	[4] 	[0,0,0,0,1]
88   27    69    34     44     10     [1] 	[1,2] 	[0,0,0,1,0]
89   15    77    73     83     10     [1] 	[] 	[0,0,0,0,0]
90   62    77    51     61     10     [4] 	[3] 	[0,0,0,0,0]
91   49    73    127    137    10     [3] 	[1] 	[0,1,0,0,1]
92   67    5     83     93     10     [1] 	[] 	[0,0,0,0,0]
93   56    39    142    152    10     [3] 	[] 	[0,1,0,0,1]
94   37    47    50     60     10     [2] 	[] 	[0,0,0,0,0]
95   37    56    182    192    10     [1] 	[2,4] 	[0,0,0,0,0]
96   57    68    77     87     10     [4] 	[2,3] 	[0,0,0,0,1]
97   47    16    35     45     10     [2] 	[] 	[1,0,1,0,0]
98   44    17    78     88     10     [4] 	[0,2] 	[0,0,0,0,0]
99   46    13    149    159    10     [1] 	[] 	[1,0,0,0,0]
100  49    11    69     79     10     [1] 	[2] 	[0,0,0,0,0]
101  49    42    73     83     10     [0] 	[0] 	[0,0,0,0,0]
102  53    43    179    189    10     [3] 	[1] 	[0,0,0,0,1]
103  61    52    96     106    10     [0] 	[0,3] 	[0,0,0,0,1]
104  57    48    92     102    10     [4] 	[3] 	[0,0,0,0,0]
105  56    37    182    192    10     [3] 	[] 	[0,0,0,0,1]
106  55    54    94     104    10     [0] 	[] 	[0,0,0,0,1]
107  15    47    55     65     10     [4] 	[0,3] 	[0,0,0,0,1]
108  14    37    44     54     10     [1] 	[4] 	[1,0,0,0,0]
109  11    31    101    111    10     [1] 	[4] 	[0,0,0,1,0]
110  16    22    91     101    10     [3] 	[] 	[0,1,0,0,0]
111  4     18    94     104    10     [3] 	[1] 	[0,0,0,0,1]
112  28    18    93     103    10     [2] 	[] 	[1,0,1,0,0]
113  26    52    74     84     10     [2] 	[4] 	[0,0,0,0,0]
114  26    35    176    186    10     [1] 	[] 	[0,0,0,0,0]
115  31    67    95     105    10     [4] 	[] 	[0,0,0,0,1]
116  15    19    160    170    10     [3] 	[1] 	[0,1,0,0,1]
117  22    22    18     28     10     [2] 	[3] 	[0,0,1,0,0]
118  18    24    188    198    10     [4] 	[] 	[0,0,0,0,0]
119  26    27    100    110    10     [0] 	[] 	[0,0,0,0,0]
120  25    24    39     49     10     [2] 	[] 	[0,0,1,0,0]
121  22    27    135    145    10     [2] 	[3,4] 	[1,0,1,0,0]
122  25    21    133    143    10     [3] 	[0,1] 	[0,0,0,0,0]
123  19    21    58     68     10     [0] 	[] 	[0,0,0,0,1]
124  20    26    83     93     10     [2] 	[] 	[0,0,0,0,0]
125  18    18    185    195    10     [0] 	[3,4] 	[0,0,0,0,1]
