RC201.100_25-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
55   88    30    246    366    10     [1] 	[0] 	[1,0,0,0,0]
56   88    35    165    285    10     [2] 	[] 	[0,0,0,0,0]
57   87    30    621    741    10     [0] 	[1,3] 	[0,0,0,0,0]
58   85    25    80     200    10     [4] 	[] 	[0,1,0,0,0]
59   85    35    487    607    10     [4] 	[1] 	[0,1,0,0,0]
60   67    85    657    777    10     [3] 	[1,4] 	[0,0,1,0,0]
61   65    85    43     163    10     [0] 	[] 	[0,0,0,0,0]
62   65    82    557    677    10     [1] 	[0] 	[1,0,0,0,0]
63   62    80    278    398    10     [3] 	[1] 	[0,0,0,0,0]
64   60    80    64     184    10     [2] 	[0,4] 	[1,0,0,0,0]
65   60    85    329    449    10     [4] 	[0,2] 	[0,0,0,0,0]
66   58    75    376    496    10     [0] 	[] 	[0,0,0,0,0]
67   55    80    33     153    10     [0] 	[1,3] 	[0,0,0,1,0]
68   55    85    574    694    10     [1] 	[2] 	[1,0,0,0,0]
69   55    82    217    337    10     [4] 	[0] 	[0,1,0,0,0]
70   20    82    37     157    10     [3] 	[1,4] 	[0,0,0,0,0]
71   18    80    489    609    10     [1] 	[0,2] 	[1,0,0,0,0]
72   2     45    105    225    10     [2] 	[] 	[1,0,0,0,0]
73   42    5     732    852    10     [2] 	[1,4] 	[1,0,0,0,0]
74   42    12    440    560    10     [2] 	[4] 	[0,0,0,0,0]
75   72    35    507    627    10     [0] 	[] 	[0,0,0,0,0]
76   55    20    326    446    10     [3] 	[1,4] 	[1,0,1,0,0]
77   25    30    175    295    10     [2] 	[] 	[1,0,0,0,0]
78   20    50    375    495    10     [0] 	[] 	[0,0,0,1,0]
79   55    60    601    721    10     [0] 	[1,3] 	[0,0,0,0,0]
80   30    60    599    719    10     [2] 	[4] 	[0,0,0,0,0]
81   50    35    557    677    10     [0] 	[1] 	[0,0,0,0,0]
82   30    25    397    517    10     [2] 	[0,1] 	[1,0,0,0,0]
83   15    10    782    902    10     [4] 	[] 	[0,1,0,0,0]
84   10    20    42     162    10     [0] 	[3] 	[0,0,0,1,0]
85   15    60    694    814    10     [3] 	[1,4] 	[1,0,1,0,0]
86   45    65    258    378    10     [4] 	[2] 	[0,1,0,0,0]
87   65    35    167    287    10     [0] 	[1,3] 	[0,0,0,0,0]
88   65    20    39     159    10     [4] 	[] 	[0,1,0,0,0]
89   45    30    191    311    10     [3] 	[1,4] 	[0,0,1,0,0]
90   35    40    11     131    10     [1] 	[2] 	[0,0,0,0,0]
91   41    37    566    686    10     [0] 	[] 	[0,0,0,1,0]
92   64    42    268    388    10     [0] 	[] 	[0,0,0,0,0]
93   40    60    612    732    10     [0] 	[] 	[0,0,0,1,0]
94   31    52    157    277    10     [3] 	[1,4] 	[0,0,1,0,0]
95   35    69    810    930    10     [0] 	[] 	[0,0,0,1,0]
96   65    55    241    361    10     [0] 	[3] 	[0,0,0,1,0]
97   63    65    60     180    10     [3] 	[1,4] 	[1,0,1,0,0]
98   2     60    286    406    10     [2] 	[0] 	[1,0,0,0,0]
99   20    20    645    765    10     [3] 	[] 	[1,0,0,0,0]
100  5     5     232    352    10     [4] 	[] 	[0,0,0,0,0]
101  60    12    268    388    10     [1] 	[0,2] 	[1,0,0,0,0]
102  23    3     764    884    10     [0] 	[] 	[0,0,0,1,0]
103  8     56    365    485    10     [3] 	[1,4] 	[0,0,0,0,0]
104  6     68    352    472    10     [0] 	[] 	[0,0,0,1,0]
105  47    47    822    942    10     [2] 	[1,4] 	[1,0,0,0,0]
106  49    58    355    475    10     [1] 	[0,2] 	[1,0,0,0,0]
107  27    43    152    272    10     [3] 	[1] 	[1,0,1,0,0]
108  37    31    105    225    10     [0] 	[1,3] 	[0,0,0,1,0]
109  57    29    395    515    10     [4] 	[2] 	[0,0,0,0,0]
110  63    23    344    464    10     [2] 	[1] 	[1,0,0,0,0]
111  21    24    349    469    10     [0] 	[] 	[0,0,0,1,0]
112  12    24    359    479    10     [3] 	[1,4] 	[1,0,1,0,0]
113  24    58    260    380    10     [2] 	[] 	[1,0,0,0,0]
114  67    5     713    833    10     [1] 	[0,2] 	[0,0,0,0,0]
115  37    47    359    479    10     [2] 	[] 	[1,0,0,0,0]
116  49    42    719    839    10     [4] 	[] 	[0,1,0,0,0]
117  53    43    14     134    10     [2] 	[4] 	[0,0,0,0,0]
118  61    52    808    928    10     [3] 	[4] 	[0,0,1,0,0]
119  57    48    392    512    10     [4] 	[2] 	[0,1,0,0,0]
120  56    37    100    220    10     [1] 	[2] 	[1,0,0,0,0]
121  55    54    562    682    10     [4] 	[0,1] 	[0,0,0,0,0]
122  4     18    547    667    10     [4] 	[0,2] 	[0,1,0,0,0]
123  26    52    172    292    10     [1] 	[0,2] 	[1,0,0,0,0]
124  26    35    308    428    10     [2] 	[4] 	[1,0,0,0,0]
125  31    67    810    930    10     [2] 	[4] 	[1,0,0,0,0]
