R102.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
47   65    55    0      183    10     [0] 	[0,1] 	[0,0,0,0,0]
48   63    65    143    153    10     [4] 	[1,4] 	[0,1,0,0,0]
49   2     60    41     51     10     [2] 	[0,2] 	[0,0,0,1,0]
50   20    20    0      198    10     [3] 	[4] 	[0,0,0,0,0]
51   5     5     83     93     10     [1] 	[4] 	[1,0,0,0,0]
52   60    12    44     54     10     [2] 	[0,3] 	[0,0,0,0,0]
53   40    25    85     95     10     [3] 	[2,4] 	[0,0,1,0,0]
54   42    7     97     107    10     [0] 	[] 	[0,0,0,0,0]
55   24    12    31     41     10     [0] 	[0,1] 	[1,1,0,0,0]
56   23    3     132    142    10     [2] 	[] 	[0,0,0,0,1]
57   11    14    69     79     10     [0] 	[] 	[1,1,0,0,0]
58   6     38    32     42     10     [0] 	[] 	[1,1,0,0,0]
59   2     48    117    127    10     [2] 	[2,3] 	[0,0,0,0,1]
60   8     56    51     61     10     [3] 	[] 	[0,0,1,0,1]
61   13    52    0      192    10     [3] 	[2,4] 	[0,0,0,0,1]
62   6     68    108    118    10     [3] 	[2,4] 	[0,0,1,0,1]
63   47    47    0      203    10     [2] 	[2] 	[0,0,0,1,1]
64   49    58    88     98     10     [2] 	[] 	[0,0,0,0,1]
65   27    43    0      208    10     [1] 	[0,1] 	[1,0,1,0,0]
66   37    31    95     105    10     [0] 	[] 	[1,1,0,0,0]
67   57    29    140    150    10     [2] 	[2] 	[0,0,0,0,0]
68   63    23    136    146    10     [2] 	[0,2] 	[0,0,0,1,0]
69   53    12    130    140    10     [0] 	[] 	[0,0,0,0,0]
70   32    12    101    111    10     [3] 	[2,4] 	[0,0,1,0,0]
71   36    26    200    210    10     [2] 	[] 	[0,0,0,0,0]
72   21    24    0      202    10     [4] 	[1] 	[0,1,0,0,1]
73   17    34    162    172    10     [4] 	[4] 	[0,0,0,0,0]
74   12    24    76     86     10     [1] 	[1] 	[0,0,0,0,0]
75   24    58    58     68     10     [0] 	[0] 	[0,1,0,0,0]
76   27    69    34     44     10     [3] 	[2] 	[0,0,1,0,1]
77   15    77    73     83     10     [4] 	[] 	[0,1,0,0,0]
78   62    77    51     61     10     [2] 	[0,3] 	[0,0,0,0,0]
79   49    73    127    137    10     [2] 	[] 	[0,0,0,0,0]
80   67    5     83     93     10     [0] 	[0] 	[1,1,0,0,0]
81   56    39    142    152    10     [2] 	[0,2] 	[0,0,0,1,1]
82   37    47    50     60     10     [0] 	[0,1] 	[0,1,0,0,0]
83   37    56    182    192    10     [0] 	[0] 	[0,0,0,0,0]
84   57    68    77     87     10     [1] 	[0,1] 	[0,0,0,0,0]
85   47    16    0      197    10     [4] 	[1,4] 	[0,0,0,0,0]
86   44    17    78     88     10     [1] 	[] 	[0,0,0,0,0]
87   46    13    149    159    10     [3] 	[] 	[0,0,0,0,1]
88   49    11    0      192    10     [1] 	[1] 	[1,0,0,0,0]
89   49    42    73     83     10     [3] 	[4] 	[0,0,1,0,1]
90   53    43    179    189    10     [1] 	[] 	[0,0,0,0,0]
91   61    52    96     106    10     [3] 	[4] 	[0,0,0,0,0]
92   57    48    92     102    10     [4] 	[4] 	[0,0,0,0,1]
93   56    37    182    192    10     [4] 	[1] 	[0,1,0,0,1]
94   55    54    94     104    10     [2] 	[2] 	[0,0,0,1,1]
95   15    47    0      196    10     [0] 	[] 	[1,0,0,0,0]
96   14    37    0      198    10     [1] 	[0,4] 	[0,0,1,0,0]
97   11    31    101    111    10     [2] 	[] 	[0,0,0,1,1]
98   16    22    0      196    10     [4] 	[] 	[0,0,0,0,1]
99   4     18    94     104    10     [1] 	[0] 	[0,0,1,0,0]
100  28    18    93     103    10     [0] 	[0,1] 	[1,1,0,0,0]
101  26    52    74     84     10     [0] 	[] 	[1,1,0,0,0]
102  26    35    176    186    10     [2] 	[] 	[0,0,0,1,0]
103  31    67    95     105    10     [3] 	[4] 	[0,0,1,0,1]
104  15    19    0      194    10     [3] 	[2,4] 	[0,0,1,0,1]
105  22    22    18     28     10     [4] 	[1,4] 	[0,0,0,0,0]
106  18    24    188    198    10     [3] 	[] 	[0,0,0,0,1]
107  26    27    0      207    10     [1] 	[4] 	[1,0,0,0,0]
108  25    24    0      205    10     [2] 	[2] 	[0,0,0,0,0]
109  22    27    0      204    10     [0] 	[] 	[0,1,0,0,0]
110  25    21    133    143    10     [2] 	[2] 	[0,0,0,0,0]
111  19    21    0      198    10     [4] 	[1] 	[0,0,0,0,0]
112  20    26    83     93     10     [0] 	[] 	[0,1,0,0,0]
113  18    18    185    195    10     [3] 	[4] 	[0,0,0,0,1]
