RC105.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
68   30    60    150    160    10     [1] 	[3] 	[0,0,0,0,0]
69   50    35    130    159    10     [2] 	[3,4] 	[0,0,0,0,0]
70   30    25    82     139    10     [0] 	[2] 	[0,1,0,0,0]
71   15    10    172    182    10     [3] 	[] 	[0,0,0,0,1]
72   10    20    42     162    10     [2] 	[3,4] 	[0,0,0,0,1]
73   15    60    137    202    10     [4] 	[3,4] 	[0,1,0,0,0]
74   45    65    55     106    10     [2] 	[4] 	[0,0,0,0,1]
75   65    35    62     72     10     [3] 	[1] 	[0,0,0,0,0]
76   65    20    39     108    10     [1] 	[1] 	[0,0,0,0,0]
77   45    30    53     82     10     [1] 	[1,3] 	[0,0,0,1,0]
78   35    40    11     43     10     [4] 	[] 	[0,0,0,0,0]
79   41    37    134    161    10     [3] 	[3] 	[0,0,0,0,1]
80   64    42    80     90     10     [2] 	[3,4] 	[0,0,0,0,1]
81   40    60    144    173    10     [1] 	[1,3] 	[0,1,0,1,0]
82   31    52    51     61     10     [1] 	[] 	[0,0,0,0,0]
83   35    69    172    210    10     [4] 	[2] 	[0,1,0,0,0]
84   65    55    52     107    10     [4] 	[3] 	[0,1,0,0,0]
85   63    65    27     147    10     [4] 	[] 	[0,1,0,0,0]
86   2     60    65     118    10     [0] 	[2] 	[0,0,0,0,0]
87   20    20    151    161    10     [1] 	[1] 	[0,0,0,1,0]
88   5     5     57     172    10     [1] 	[1,3] 	[0,0,0,0,0]
89   60    12    85     95     10     [1] 	[3] 	[0,1,0,0,0]
90   23    3     163    173    10     [3] 	[] 	[0,0,0,0,1]
91   8     56    90     119    10     [2] 	[] 	[0,0,0,0,1]
92   6     68    99     109    10     [0] 	[0] 	[0,1,0,0,0]
93   47    47    190    222    10     [4] 	[] 	[0,0,0,0,0]
94   49    58    80     121    10     [4] 	[2,4] 	[0,0,0,0,0]
95   27    43    14     134    10     [1] 	[] 	[0,0,0,0,0]
96   37    31    19     139    10     [2] 	[4] 	[0,0,0,0,1]
97   57    29    106    116    10     [4] 	[3,4] 	[0,1,0,0,0]
98   63    23    42     162    10     [4] 	[2] 	[0,1,0,0,0]
99   21    24    77     126    10     [4] 	[2,3] 	[0,1,0,0,0]
100  12    24    100    110    10     [4] 	[2,3] 	[0,0,0,0,0]
101  24    58    67     96     10     [2] 	[3,4] 	[0,0,0,0,0]
102  67    5     105    177    10     [2] 	[] 	[0,0,0,0,1]
103  37    47    74     127    10     [2] 	[] 	[0,0,0,0,1]
104  49    42    97     217    10     [1] 	[1,3] 	[0,1,0,1,0]
105  53    43    15     25     10     [0] 	[0,2] 	[0,1,0,0,0]
106  61    52    173    208    10     [1] 	[] 	[0,1,0,0,0]
107  57    48    50     170    10     [3] 	[3] 	[0,0,0,0,0]
108  56    37    20     140    10     [0] 	[] 	[0,0,0,0,0]
109  55    54    87     207    10     [1] 	[] 	[0,0,0,0,0]
110  4     18    112    157    10     [3] 	[] 	[0,0,0,0,1]
111  26    52    14     134    10     [0] 	[2] 	[0,0,0,0,0]
112  26    35    87     97     10     [2] 	[3,4] 	[0,0,0,0,0]
113  31    67    200    210    10     [0] 	[] 	[0,0,0,0,0]
