RC102.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
81   40    60    144    174    10     [1] 	[4] 	[0,0,0,0,0]
82   31    52    41     71     10     [2] 	[4] 	[0,0,0,0,0]
83   35    69    180    210    10     [3] 	[2] 	[0,0,0,0,1]
84   65    55    65     95     10     [4] 	[] 	[1,0,0,0,0]
85   63    65    0      202    10     [2] 	[] 	[0,0,0,0,0]
86   2     60    77     107    10     [1] 	[] 	[0,1,0,0,1]
87   20    20    141    171    10     [1] 	[] 	[0,0,0,0,0]
88   5     5     0      172    10     [0] 	[] 	[0,1,0,0,0]
89   60    12    75     105    10     [1] 	[3,4] 	[0,1,0,0,1]
90   23    3     150    180    10     [2] 	[] 	[0,1,0,1,0]
91   8     56    90     120    10     [4] 	[3] 	[1,0,0,0,0]
92   6     68    89     119    10     [3] 	[3] 	[0,0,0,0,1]
93   47    47    192    222    10     [4] 	[] 	[1,0,0,0,0]
94   49    58    86     116    10     [2] 	[] 	[0,1,0,1,0]
95   27    43    0      215    10     [1] 	[4] 	[0,1,0,0,1]
96   37    31    0      210    10     [3] 	[] 	[0,0,0,0,1]
97   57    29    96     126    10     [4] 	[1,4] 	[1,0,0,0,0]
98   63    23    0      194    10     [0] 	[1] 	[0,1,0,0,0]
99   21    24    87     117    10     [1] 	[3] 	[0,0,0,0,0]
100  12    24    90     120    10     [1] 	[] 	[0,1,0,0,1]
101  24    58    67     97     10     [1] 	[3] 	[0,1,0,0,0]
102  67    5     144    174    10     [1] 	[3,4] 	[0,0,0,0,0]
103  37    47    86     116    10     [1] 	[3] 	[0,0,0,0,0]
104  49    42    0      217    10     [1] 	[] 	[0,0,0,0,0]
105  53    43    14     44     10     [2] 	[4] 	[0,0,0,0,0]
106  61    52    178    208    10     [3] 	[3] 	[0,0,0,0,0]
107  57    48    0      212    10     [0] 	[] 	[0,1,0,0,0]
108  56    37    0      209    10     [0] 	[2] 	[0,1,0,0,0]
109  55    54    0      214    10     [0] 	[] 	[0,1,0,0,0]
110  4     18    120    150    10     [4] 	[] 	[1,0,0,0,0]
111  26    52    0      215    10     [0] 	[2,4] 	[0,1,0,0,0]
112  26    35    77     107    10     [0] 	[1] 	[0,0,0,0,0]
113  31    67    180    210    10     [3] 	[] 	[0,0,0,0,0]
