RC108.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
98   63    23    59     144    10     [1] 	[] 	[0,1,1,0,0]
99   21    24    63     140    10     [1] 	[2,3] 	[0,1,1,0,0]
100  12    24    91     118    10     [2] 	[0,3] 	[0,0,0,0,1]
101  24    58    27     136    10     [1] 	[2,3] 	[0,0,1,0,0]
102  67    5     52     177    10     [2] 	[] 	[0,0,0,0,1]
103  37    47    53     148    10     [3] 	[] 	[0,0,0,0,0]
104  49    42    89     217    10     [4] 	[0,1] 	[0,0,0,0,0]
105  53    43    14     177    10     [3] 	[2,4] 	[0,0,0,0,0]
106  61    52    50     208    10     [4] 	[0,4] 	[0,0,1,0,0]
107  57    48    76     143    10     [0] 	[2,3] 	[0,0,0,1,0]
108  56    37    20     159    10     [1] 	[] 	[0,0,0,0,0]
109  55    54    105    188    10     [2] 	[] 	[0,0,0,0,1]
110  4     18    104    165    10     [1] 	[2,3] 	[0,0,1,0,0]
111  26    52    14     136    10     [0] 	[2,3] 	[0,0,1,1,0]
112  26    35    42     141    10     [0] 	[2] 	[0,0,0,1,0]
113  31    67    43     210    10     [2] 	[] 	[0,0,0,0,1]
