C206.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
40   23    52    93     484    90     [1] 	[2,3] 	[0,0,0,0,0]
41   4     55    1268   1785   90     [2] 	[0] 	[0,0,1,0,0]
42   20    50    168    787    90     [2] 	[0,3] 	[0,0,1,0,0]
43   20    55    170    595    90     [1] 	[] 	[0,0,0,1,0]
44   10    35    585    1136   90     [2] 	[] 	[0,0,1,0,0]
45   10    40    448    897    90     [3] 	[] 	[1,0,0,0,0]
46   8     40    499    1030   90     [0] 	[] 	[1,0,0,0,0]
47   8     45    1190   1661   90     [3] 	[] 	[1,0,0,0,0]
48   5     35    666    1245   90     [4] 	[] 	[0,0,0,0,0]
49   5     45    1076   1589   90     [3] 	[2] 	[1,0,0,0,0]
50   2     40    772    1329   90     [4] 	[1,4] 	[0,1,0,0,0]
51   0     40    890    1395   90     [3] 	[] 	[1,0,0,0,0]
52   0     45    1036   1439   90     [3] 	[0,2] 	[1,0,0,0,0]
53   36    18    1612   2185   90     [0] 	[0] 	[1,0,0,0,0]
54   35    32    2599   3076   90     [4] 	[1,4] 	[0,0,0,0,0]
55   33    32    2529   2962   90     [3] 	[2] 	[0,0,0,0,0]
56   33    35    2463   2842   90     [4] 	[4] 	[0,1,0,0,0]
57   32    20    1745   2240   90     [4] 	[4] 	[0,1,0,0,0]
58   30    30    1932   2437   90     [2] 	[0] 	[0,0,1,0,0]
59   34    25    1884   2293   90     [3] 	[0,2] 	[1,0,0,0,0]
60   30    35    2348   2771   90     [1] 	[2] 	[1,0,0,0,0]
61   36    40    2715   3156   90     [4] 	[] 	[0,1,0,0,0]
62   48    20    812    1281   90     [2] 	[0,3] 	[0,0,1,0,0]
63   26    32    2018   2725   90     [1] 	[3] 	[1,0,0,1,0]
64   25    30    2015   2544   90     [4] 	[1,4] 	[0,0,0,0,0]
65   25    35    2201   2728   90     [3] 	[] 	[1,0,0,0,0]
66   44    5     1078   1593   90     [4] 	[] 	[0,0,0,0,0]
67   42    10    998    1481   90     [4] 	[] 	[0,1,0,0,0]
68   42    15    897    1392   90     [4] 	[] 	[0,1,0,0,0]
69   40    5     1199   1660   90     [3] 	[] 	[1,0,0,0,0]
70   38    15    1552   2057   90     [1] 	[2,3] 	[0,0,0,1,0]
71   38    5     1263   1780   90     [4] 	[] 	[0,0,0,0,0]
72   38    10    1498   1921   90     [4] 	[1,4] 	[0,1,0,0,0]
73   35    5     1325   1904   90     [0] 	[0,4] 	[0,0,0,0,0]
74   50    30    223    738    90     [0] 	[4] 	[1,0,0,0,0]
75   50    35    18     474    90     [1] 	[2,3] 	[1,0,0,1,0]
76   50    40    14     360    90     [3] 	[] 	[0,0,0,0,0]
77   48    30    246    899    90     [2] 	[0,3] 	[0,0,0,0,0]
78   44    25    704    1197   90     [4] 	[1] 	[0,1,0,0,0]
79   47    35    393    942    90     [3] 	[0] 	[1,0,0,0,0]
80   47    40    12     424    90     [1] 	[2,3] 	[1,0,0,1,0]
81   42    30    641    1070   90     [3] 	[] 	[1,0,0,0,0]
82   45    35    534    985    90     [3] 	[2] 	[1,0,0,0,0]
83   95    30    2119   2682   90     [3] 	[0] 	[1,0,0,0,0]
84   95    35    2079   2532   90     [1] 	[] 	[0,0,0,0,0]
85   53    30    131    644    90     [2] 	[3] 	[0,0,1,0,0]
86   92    30    2169   2818   90     [0] 	[0,4] 	[0,0,0,0,0]
87   53    35    87     498    90     [1] 	[2] 	[1,0,0,1,0]
88   45    65    15     607    90     [3] 	[] 	[1,0,0,0,0]
89   90    35    2002   2419   90     [2] 	[] 	[0,0,1,0,0]
90   72    45    2701   3258   90     [1] 	[3] 	[1,0,0,0,0]
91   78    40    2599   3164   90     [0] 	[] 	[1,0,0,0,0]
92   87    30    2505   2870   90     [1] 	[2] 	[0,0,0,1,0]
93   85    25    2369   2816   90     [2] 	[] 	[0,0,1,0,0]
94   85    35    2563   3002   90     [1] 	[2] 	[0,0,0,0,0]
95   75    55    1783   2226   90     [4] 	[4] 	[0,1,0,0,0]
96   72    55    1591   2232   90     [0] 	[] 	[1,0,0,0,0]
97   70    58    1513   1928   90     [3] 	[] 	[1,0,0,0,0]
98   86    46    1829   2388   90     [1] 	[2] 	[0,0,0,0,0]
99   66    55    1604   2027   90     [2] 	[0,3] 	[0,0,1,0,0]
100  64    46    2976   3275   90     [2] 	[] 	[0,0,1,0,0]
101  65    60    1338   1913   90     [3] 	[] 	[1,0,0,0,0]
102  56    64    1116   1753   90     [2] 	[] 	[0,0,1,0,0]
103  60    55    2789   3279   90     [2] 	[] 	[0,0,1,0,0]
104  60    60    1349   1712   90     [2] 	[0,3] 	[0,0,1,0,0]
105  67    85    518    1029   90     [2] 	[] 	[0,0,1,0,0]
106  42    58    8      509    90     [1] 	[2] 	[0,0,0,0,0]
107  65    82    549    1186   90     [3] 	[0,2] 	[0,0,0,0,0]
108  62    80    744    1177   90     [2] 	[0,3] 	[0,0,1,0,0]
109  62    40    2713   3275   90     [2] 	[0,3] 	[0,0,0,0,0]
110  60    85    397    956    90     [0] 	[0,4] 	[0,0,0,0,0]
111  58    75    839    1276   90     [1] 	[2,3] 	[0,0,0,1,0]
112  55    80    272    701    90     [2] 	[0,3] 	[0,0,1,0,0]
113  55    85    373    790    90     [0] 	[4] 	[1,0,0,0,0]
