C102.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
23   35    66    357    410    90     [4] 	[1] 	[0,0,0,0,0]
24   35    69    448    505    90     [2] 	[] 	[0,0,0,0,1]
25   25    85    0      1107   90     [4] 	[1,3] 	[0,1,0,0,0]
26   22    75    30     92     90     [3] 	[] 	[1,0,0,0,0]
27   22    85    567    620    90     [3] 	[1,4] 	[1,0,0,0,0]
28   20    80    384    429    90     [1] 	[0,4] 	[0,0,0,1,0]
29   20    85    475    528    90     [0] 	[] 	[0,0,0,1,1]
30   18    75    99     148    90     [4] 	[1,4] 	[0,0,0,0,0]
31   15    75    179    254    90     [2] 	[4] 	[0,0,0,0,1]
32   15    80    278    345    90     [0] 	[] 	[0,0,0,0,1]
33   30    50    10     73     90     [0] 	[2] 	[0,0,0,1,1]
34   30    52    0      1135   90     [2] 	[2] 	[0,0,0,0,0]
35   28    52    812    883    90     [4] 	[3,4] 	[0,0,0,0,0]
36   28    55    732    777    90     [2] 	[2] 	[0,0,0,0,1]
37   25    50    65     144    90     [2] 	[4] 	[0,0,0,0,0]
38   25    52    169    224    90     [1] 	[0,1] 	[0,0,0,0,0]
39   25    55    0      1130   90     [1] 	[4] 	[0,0,0,1,0]
40   23    52    261    316    90     [1] 	[] 	[0,0,0,1,0]
41   23    55    546    593    90     [0] 	[2,3] 	[0,0,0,1,1]
42   20    50    358    405    90     [4] 	[1] 	[0,1,0,0,0]
43   20    55    449    504    90     [0] 	[1,3] 	[0,0,0,0,0]
44   10    35    0      1112   90     [2] 	[1,4] 	[0,0,0,0,1]
45   10    40    31     100    90     [3] 	[1] 	[1,0,0,0,0]
46   8     40    87     158    90     [3] 	[0,1] 	[0,0,0,0,0]
47   8     45    0      1113   90     [4] 	[4] 	[0,1,0,0,0]
48   5     35    283    344    90     [2] 	[] 	[0,0,0,0,1]
49   5     45    665    716    90     [1] 	[0,1] 	[0,0,0,1,0]
50   2     40    0      1106   90     [2] 	[] 	[0,0,0,0,0]
51   0     40    479    522    90     [4] 	[4] 	[0,1,0,0,0]
52   0     45    567    624    90     [2] 	[4] 	[0,0,0,0,0]
53   35    30    264    321    90     [2] 	[1,2] 	[0,0,0,0,0]
54   35    32    166    235    90     [3] 	[] 	[0,0,0,0,0]
55   33    32    68     149    90     [2] 	[] 	[0,0,0,0,1]
56   33    35    16     80     90     [1] 	[4] 	[0,0,0,1,0]
57   32    30    359    412    90     [2] 	[2] 	[0,0,0,0,1]
58   30    30    541    600    90     [1] 	[] 	[0,0,0,1,0]
59   30    32    448    509    90     [0] 	[1] 	[0,0,0,0,1]
60   30    35    1054   1127   90     [2] 	[1,4] 	[0,0,0,0,1]
61   28    30    0      1122   90     [2] 	[4] 	[0,0,0,0,1]
62   28    35    1001   1066   90     [1] 	[1] 	[0,0,0,1,0]
63   26    32    0      1123   90     [3] 	[0,4] 	[1,0,1,0,0]
64   25    30    725    786    90     [2] 	[] 	[0,0,0,0,1]
65   25    35    0      1124   90     [3] 	[1,4] 	[0,0,0,0,0]
66   44    5     286    347    90     [4] 	[1,4] 	[0,1,0,0,0]
67   42    10    186    257    90     [4] 	[4] 	[0,1,0,0,0]
68   42    15    95     158    90     [2] 	[] 	[0,0,0,0,1]
69   40    5     385    436    90     [0] 	[1,3] 	[0,0,0,0,1]
70   40    15    35     87     90     [0] 	[] 	[0,0,0,1,1]
71   38    5     471    534    90     [3] 	[] 	[1,0,1,0,0]
72   38    15    0      1110   90     [1] 	[0] 	[0,0,0,1,0]
73   35    5     562    629    90     [3] 	[] 	[0,0,1,0,0]
74   50    30    531    610    90     [0] 	[] 	[0,0,0,1,1]
75   50    35    262    317    90     [3] 	[] 	[1,0,1,0,0]
76   50    40    171    218    90     [0] 	[1,2] 	[0,0,0,0,1]
77   48    30    632    693    90     [1] 	[] 	[0,0,0,1,0]
78   48    40    76     129    90     [0] 	[3] 	[0,0,0,1,1]
79   47    35    826    875    90     [4] 	[3,4] 	[0,1,0,0,0]
80   47    40    12     77     90     [2] 	[4] 	[0,0,0,0,1]
81   45    30    734    777    90     [3] 	[1,4] 	[0,0,1,0,0]
82   45    35    916    969    90     [2] 	[1] 	[0,0,0,0,0]
83   95    30    387    456    90     [4] 	[4] 	[0,1,0,0,0]
84   95    35    293    360    90     [3] 	[0,1] 	[0,0,0,0,0]
85   53    30    0      1122   90     [1] 	[] 	[0,0,0,1,0]
86   92    30    478    551    90     [2] 	[1] 	[0,0,0,0,0]
87   53    35    353    412    90     [3] 	[] 	[1,0,0,0,0]
88   45    65    0      1130   90     [0] 	[2,3] 	[0,0,0,0,0]
89   90    35    203    260    90     [4] 	[1,4] 	[0,0,0,0,0]
90   88    30    574    643    90     [1] 	[4] 	[0,0,0,0,0]
91   88    35    109    170    90     [4] 	[] 	[0,1,0,0,0]
92   87    30    668    731    90     [0] 	[] 	[0,0,0,1,0]
93   85    25    769    820    90     [3] 	[0] 	[1,0,1,0,0]
94   85    35    47     124    90     [1] 	[0,4] 	[0,0,0,1,0]
95   75    55    0      1110   90     [4] 	[] 	[0,1,0,0,0]
96   72    55    0      1113   90     [4] 	[] 	[0,1,0,0,0]
97   70    58    458    523    90     [1] 	[0] 	[0,0,0,0,0]
98   68    60    0      1116   90     [0] 	[1,2] 	[0,0,0,0,1]
99   66    55    173    238    90     [4] 	[3,4] 	[0,1,0,0,0]
100  65    55    85     144    90     [0] 	[] 	[0,0,0,1,1]
101  65    60    645    708    90     [4] 	[3,4] 	[0,0,0,0,0]
102  63    58    737    802    90     [4] 	[] 	[0,1,0,0,0]
103  60    55    20     84     90     [4] 	[3,4] 	[0,0,0,0,0]
104  60    60    0      1123   90     [3] 	[1] 	[1,0,0,0,0]
105  67    85    368    441    90     [0] 	[] 	[0,0,0,1,0]
106  65    85    475    518    90     [1] 	[1,4] 	[0,0,0,1,0]
107  65    82    0      1105   90     [1] 	[1,4] 	[0,0,0,0,0]
108  62    80    0      1108   90     [0] 	[2,3] 	[0,0,0,1,1]
109  60    80    0      1109   90     [1] 	[1,4] 	[0,0,0,1,0]
110  60    85    561    622    90     [4] 	[] 	[0,0,0,0,0]
111  58    75    0      1115   90     [1] 	[4] 	[0,0,0,1,0]
112  55    80    743    820    90     [1] 	[1] 	[0,0,0,0,0]
113  55    85    647    726    90     [4] 	[] 	[0,1,0,0,0]
