C103.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
45   10    40    0      1114   90     [0] 	[1,4] 	[0,0,0,1,0]
46   8     40    87     158    90     [2] 	[] 	[0,0,0,0,0]
47   8     45    0      1113   90     [4] 	[1] 	[0,1,0,1,0]
48   5     35    283    344    90     [3] 	[0,1] 	[0,0,1,0,0]
49   5     45    665    716    90     [3] 	[] 	[0,0,1,0,0]
50   2     40    0      1106   90     [3] 	[0] 	[0,0,0,0,0]
51   0     40    479    522    90     [3] 	[0,1] 	[0,0,1,0,0]
52   0     45    567    624    90     [0] 	[1,4] 	[0,0,0,0,0]
53   35    30    264    321    90     [1] 	[1,4] 	[1,0,0,0,0]
54   35    32    166    235    90     [1] 	[] 	[0,0,0,0,1]
55   33    32    68     149    90     [1] 	[1] 	[1,0,0,0,1]
56   33    35    0      1129   90     [1] 	[] 	[0,0,0,0,1]
57   32    30    359    412    90     [0] 	[] 	[1,0,0,1,0]
58   30    30    541    600    90     [4] 	[0,1] 	[0,0,0,1,0]
59   30    32    0      1125   90     [2] 	[] 	[0,1,0,0,0]
60   30    35    0      1127   90     [0] 	[1] 	[1,0,0,1,0]
61   28    30    0      1122   90     [1] 	[] 	[0,0,0,0,0]
62   28    35    1001   1066   90     [0] 	[4] 	[0,0,0,0,0]
63   26    32    0      1123   90     [3] 	[0,1] 	[0,0,1,0,0]
64   25    30    0      1121   90     [4] 	[0,1] 	[0,1,0,1,0]
65   25    35    0      1124   90     [4] 	[0] 	[0,1,0,0,0]
66   44    5     286    347    90     [1] 	[] 	[0,0,0,0,0]
67   42    10    0      1105   90     [0] 	[] 	[0,0,0,0,0]
68   42    15    95     158    90     [3] 	[0,1] 	[0,0,1,0,0]
69   40    5     385    436    90     [2] 	[3,4] 	[0,0,0,0,0]
70   40    15    0      1111   90     [2] 	[4] 	[0,0,0,0,0]
71   38    5     471    534    90     [1] 	[4] 	[1,0,0,0,1]
72   38    15    0      1110   90     [1] 	[1,4] 	[1,0,0,0,0]
73   35    5     0      1100   90     [2] 	[] 	[0,1,0,0,0]
74   50    30    0      1123   90     [0] 	[4] 	[1,0,0,0,0]
75   50    35    262    317    90     [0] 	[] 	[1,0,0,1,0]
76   50    40    0      1131   90     [0] 	[] 	[0,0,0,0,0]
77   48    30    632    693    90     [0] 	[] 	[0,0,0,0,0]
78   48    40    76     129    90     [4] 	[] 	[0,1,0,1,0]
79   47    35    826    875    90     [1] 	[1] 	[1,0,0,0,1]
80   47    40    12     77     90     [1] 	[1,4] 	[0,0,0,0,1]
81   45    30    734    777    90     [0] 	[1,4] 	[0,0,0,0,0]
82   45    35    916    969    90     [0] 	[1,4] 	[0,0,0,0,0]
83   95    30    387    456    90     [1] 	[1] 	[1,0,0,0,1]
84   95    35    0      1088   90     [0] 	[4] 	[0,0,0,0,0]
85   53    30    0      1122   90     [4] 	[1] 	[0,0,0,0,0]
86   92    30    0      1090   90     [3] 	[0] 	[0,0,1,0,0]
87   53    35    353    412    90     [2] 	[3,4] 	[0,0,0,0,0]
88   45    65    0      1130   90     [0] 	[1,4] 	[0,0,0,0,0]
89   90    35    203    260    90     [4] 	[0,1] 	[0,1,0,0,0]
90   88    30    574    643    90     [0] 	[1] 	[1,0,0,1,0]
91   88    35    109    170    90     [4] 	[0] 	[0,0,0,1,0]
92   87    30    668    731    90     [1] 	[] 	[0,0,0,0,0]
93   85    25    769    820    90     [4] 	[0] 	[0,0,0,1,0]
94   85    35    0      1098   90     [0] 	[1,4] 	[0,0,0,1,0]
95   75    55    0      1110   90     [1] 	[] 	[1,0,0,0,1]
96   72    55    0      1113   90     [1] 	[4] 	[0,0,0,0,0]
97   70    58    458    523    90     [1] 	[1,4] 	[0,0,0,0,0]
98   68    60    0      1116   90     [3] 	[0] 	[0,0,0,0,0]
99   66    55    0      1119   90     [4] 	[0] 	[0,1,0,0,0]
100  65    55    85     144    90     [2] 	[] 	[0,1,0,0,0]
101  65    60    645    708    90     [1] 	[1] 	[0,0,0,0,1]
102  63    58    0      1121   90     [3] 	[0,1] 	[0,0,1,0,0]
103  60    55    0      1125   90     [0] 	[] 	[1,0,0,1,0]
104  60    60    0      1123   90     [4] 	[0] 	[0,0,0,0,0]
105  67    85    368    441    90     [1] 	[1] 	[1,0,0,0,1]
106  65    85    475    518    90     [2] 	[4] 	[0,1,0,0,0]
107  65    82    0      1105   90     [3] 	[0,1] 	[0,0,1,0,0]
108  62    80    0      1108   90     [0] 	[1,4] 	[0,0,0,0,0]
109  60    80    0      1109   90     [3] 	[] 	[0,0,0,0,0]
110  60    85    0      1105   90     [2] 	[] 	[0,0,0,0,0]
111  58    75    0      1115   90     [4] 	[0] 	[0,1,0,0,0]
112  55    80    743    820    90     [0] 	[1,4] 	[1,0,0,0,0]
113  55    85    647    726    90     [1] 	[4] 	[0,0,0,0,1]
