RC208.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
26   5     35    395    911    10     [3] 	[] 	[0,0,0,0,0]
27   5     45    35     697    10     [1] 	[] 	[0,0,0,0,0]
28   2     40    39     528    10     [2] 	[] 	[0,0,0,1,0]
29   0     40    94     535    10     [2] 	[] 	[0,0,0,1,0]
30   0     45    394    909    10     [1] 	[1,2] 	[0,0,1,0,0]
31   44    5     218    571    10     [4] 	[] 	[0,1,0,0,0]
32   42    10    85     542    10     [3] 	[2] 	[1,0,0,0,0]
33   42    15    391    802    10     [2] 	[0,2] 	[0,0,0,1,0]
34   40    5     45     517    10     [1] 	[] 	[0,0,1,0,0]
35   40    15    229    640    10     [4] 	[] 	[0,0,0,1,0]
36   38    5     45     523    10     [4] 	[0] 	[0,1,0,0,0]
37   38    15    389    914    10     [4] 	[] 	[0,1,0,1,0]
38   35    5     386    904    10     [1] 	[] 	[0,0,1,0,0]
39   95    30    389    788    10     [3] 	[0,2] 	[0,0,0,0,0]
40   95    35    57     600    10     [0] 	[0] 	[0,0,0,1,0]
41   92    30    55     575    10     [0] 	[0,4] 	[0,0,0,0,0]
42   90    35    52     536    10     [1] 	[0] 	[0,0,0,0,0]
43   88    30    90     521    10     [4] 	[0] 	[0,1,0,0,0]
44   88    35    50     534    10     [2] 	[0,3] 	[0,0,0,0,0]
45   87    30    425    898    10     [1] 	[0,1] 	[0,0,1,0,0]
46   85    25    51     602    10     [4] 	[0] 	[0,0,0,0,0]
47   85    35    342    751    10     [3] 	[0,4] 	[0,0,0,0,0]
48   67    85    410    905    10     [3] 	[0,2] 	[0,0,0,0,0]
49   65    85    43     617    10     [1] 	[0] 	[0,0,0,0,0]
50   65    82    410    823    10     [1] 	[1,2] 	[0,0,0,0,0]
51   62    80    114    561    10     [2] 	[0,2] 	[0,0,0,1,0]
52   60    80    36     658    10     [2] 	[0,3] 	[0,0,0,1,0]
53   60    85    191    586    10     [4] 	[0,3] 	[0,0,0,0,0]
54   58    75    201    670    10     [2] 	[0,2] 	[0,0,0,1,0]
55   55    80    33     568    10     [3] 	[2,4] 	[1,0,0,0,0]
56   55    85    429    838    10     [4] 	[] 	[0,0,0,0,0]
57   55    82    49     504    10     [3] 	[4] 	[1,0,0,0,0]
58   20    82    37     597    10     [3] 	[] 	[1,0,0,0,0]
59   18    80    315    782    10     [0] 	[] 	[0,0,0,1,0]
60   2     45    38     606    10     [2] 	[] 	[0,0,0,1,0]
61   42    5     396    904    10     [4] 	[] 	[0,1,0,1,0]
62   42    12    341    658    10     [0] 	[4] 	[0,0,0,1,0]
63   72    35    351    782    10     [4] 	[3] 	[0,0,0,0,0]
64   55    20    161    610    10     [4] 	[0,3] 	[0,1,0,0,0]
65   25    30    25     516    10     [3] 	[0] 	[1,0,0,0,0]
66   20    50    239    630    10     [3] 	[0,4] 	[1,0,0,0,0]
67   55    60    448    873    10     [1] 	[] 	[0,0,0,0,0]
68   30    60    420    897    10     [3] 	[0,2] 	[0,0,0,0,0]
69   50    35    390    843    10     [2] 	[3] 	[0,0,0,1,0]
70   30    25    227    686    10     [2] 	[0,3] 	[0,0,0,1,0]
71   15    10    401    902    10     [1] 	[0] 	[0,0,1,0,0]
72   10    20    42     706    10     [0] 	[4] 	[0,0,0,0,0]
73   15    60    401    923    10     [1] 	[1,2] 	[0,0,0,0,0]
74   45    65    110    525    10     [1] 	[2] 	[0,0,0,0,0]
75   65    35    29     548    10     [4] 	[] 	[0,1,0,1,0]
76   65    20    39     593    10     [0] 	[] 	[0,0,0,1,0]
77   45    30    20     498    10     [1] 	[] 	[0,0,1,0,0]
78   35    40    11     530    10     [0] 	[4] 	[0,0,0,1,0]
79   41    37    404    847    10     [4] 	[] 	[0,0,0,0,0]
80   64    42    100    555    10     [4] 	[3] 	[0,1,0,1,0]
81   40    60    436    907    10     [4] 	[3] 	[0,0,0,1,0]
82   31    52    9      510    10     [3] 	[0,4] 	[1,0,0,0,0]
83   35    69    330    930    10     [2] 	[3] 	[0,0,0,1,0]
84   65    55    81     520    10     [0] 	[0,4] 	[0,0,0,1,0]
85   63    65    27     622    10     [4] 	[] 	[0,1,0,0,0]
86   2     60    135    556    10     [4] 	[3] 	[0,1,0,0,0]
87   20    20    430    913    10     [4] 	[0,3] 	[0,0,0,0,0]
88   5     5     63     520    10     [4] 	[0,3] 	[0,0,0,1,0]
89   60    12    125    530    10     [3] 	[4] 	[0,0,0,0,0]
90   23    3     390    900    10     [4] 	[0,3] 	[0,1,0,1,0]
91   8     56    190    659    10     [2] 	[] 	[0,0,0,1,0]
92   6     68    215    608    10     [2] 	[0,3] 	[0,0,0,1,0]
93   47    47    444    942    10     [0] 	[0,4] 	[0,0,0,1,0]
94   49    58    249    580    10     [1] 	[] 	[0,0,1,0,0]
95   27    43    14     506    10     [1] 	[] 	[0,0,0,0,0]
96   37    31    19     566    10     [3] 	[4] 	[1,0,0,0,0]
97   57    29    259    650    10     [0] 	[] 	[0,0,0,1,0]
98   63    23    198    609    10     [1] 	[0,1] 	[0,0,1,0,0]
99   21    24    212    605    10     [4] 	[0,3] 	[0,1,0,0,0]
100  12    24    272    565    10     [2] 	[0,3] 	[0,0,0,1,0]
101  24    58    90     549    10     [2] 	[0,3] 	[0,0,0,1,0]
102  67    5     325    897    10     [0] 	[0] 	[0,0,0,1,0]
103  37    47    204    633    10     [0] 	[0] 	[0,0,0,0,0]
104  49    42    442    937    10     [1] 	[0,1] 	[0,0,1,0,0]
105  53    43    14     581    10     [4] 	[] 	[0,0,0,0,0]
106  61    52    373    928    10     [3] 	[] 	[0,0,0,0,0]
107  57    48    265    638    10     [0] 	[0,4] 	[0,0,0,1,0]
108  56    37    20     539    10     [1] 	[] 	[0,0,1,0,0]
109  55    54    418    825    10     [0] 	[0,4] 	[0,0,0,1,0]
110  4     18    426    787    10     [2] 	[3] 	[0,0,0,1,0]
111  26    52    14     499    10     [3] 	[0,4] 	[0,0,0,0,0]
112  26    35    149    586    10     [1] 	[] 	[0,0,0,0,0]
113  31    67    356    930    10     [3] 	[] 	[1,0,0,0,0]
