R209.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
39   45    30    548    707    10     [2] 	[1] 	[1,0,0,0,0]
40   35    40    5      612    10     [1] 	[1,2] 	[0,0,0,0,0]
41   41    37    44     325    10     [4] 	[1,3] 	[0,0,1,1,0]
42   64    42    129    374    10     [2] 	[] 	[0,0,0,0,0]
43   40    60    115    498    10     [3] 	[1,3] 	[0,0,0,1,0]
44   31    52    91     336    10     [1] 	[] 	[0,0,1,0,0]
45   35    69    602    835    10     [0] 	[1] 	[0,0,0,0,0]
46   53    52    24     646    10     [1] 	[] 	[0,0,1,0,0]
47   65    55    487    656    10     [2] 	[1,3] 	[0,0,0,0,0]
48   63    65    439    948    10     [3] 	[1] 	[0,0,1,1,0]
49   2     60    41     710    10     [2] 	[1] 	[0,0,0,0,0]
50   20    20    563    736    10     [1] 	[1,2] 	[0,0,1,0,0]
51   5     5     147    560    10     [2] 	[3] 	[1,0,0,0,0]
52   60    12    33     797    10     [0] 	[1,3] 	[1,0,1,0,0]
53   40    25    243    554    10     [2] 	[] 	[1,0,0,0,0]
54   42    7     225    682    10     [3] 	[] 	[0,0,0,0,0]
55   24    12    25     616    10     [0] 	[] 	[0,0,1,0,0]
56   23    3     578    747    10     [3] 	[2] 	[0,0,0,1,0]
57   11    14    72     501    10     [4] 	[1,2] 	[0,0,1,1,0]
58   6     38    29     669    10     [0] 	[] 	[1,0,0,0,0]
59   2     48    458    685    10     [2] 	[] 	[1,0,0,0,0]
60   8     56    34     362    10     [2] 	[1,3] 	[1,0,0,0,0]
61   13    52    694    962    10     [1] 	[1] 	[0,0,1,0,0]
62   6     68    444    597    10     [2] 	[] 	[1,0,0,0,0]
63   47    47    499    690    10     [2] 	[1,3] 	[0,0,0,0,0]
64   49    58    296    505    10     [2] 	[1,3] 	[1,0,0,0,0]
65   27    43    111    362    10     [1] 	[1] 	[0,0,1,0,0]
66   37    31    301    602    10     [3] 	[1] 	[0,0,0,0,0]
67   57    29    595    780    10     [2] 	[1,3] 	[1,0,0,0,0]
68   63    23    442    917    10     [4] 	[] 	[0,0,1,1,0]
69   53    12    426    851    10     [4] 	[] 	[0,0,0,0,0]
70   32    12    366    585    10     [2] 	[] 	[1,0,0,0,0]
71   36    26    458    980    10     [1] 	[1] 	[0,0,0,0,0]
72   21    24    17     441    10     [1] 	[1,2] 	[0,0,1,0,0]
73   17    34    651    932    10     [4] 	[] 	[0,0,1,1,0]
74   12    24    246    421    10     [1] 	[1,2] 	[0,0,0,0,0]
75   24    58    25     583    10     [3] 	[1,2] 	[0,0,1,1,0]
76   27    69    34     348    10     [1] 	[] 	[0,0,0,0,0]
77   15    77    46     523    10     [2] 	[] 	[1,0,0,0,0]
78   62    77    49     608    10     [1] 	[1,2] 	[0,0,0,0,0]
79   49    73    440    845    10     [3] 	[1,3] 	[0,0,1,1,0]
80   67    5     132    563    10     [2] 	[] 	[0,0,0,0,0]
81   56    39    464    925    10     [1] 	[] 	[0,0,1,0,0]
82   37    47    12     535    10     [0] 	[1,3] 	[1,0,1,0,0]
83   37    56    249    968    10     [0] 	[] 	[1,0,1,0,0]
84   57    68    218    417    10     [1] 	[1] 	[0,0,1,0,0]
85   47    16    22     377    10     [0] 	[] 	[1,0,1,0,0]
86   44    17    263    444    10     [3] 	[2] 	[0,0,1,1,0]
87   46    13    479    965    10     [4] 	[2] 	[0,0,1,1,0]
88   49    11    182    399    10     [4] 	[1,2] 	[0,0,0,0,0]
89   49    42    166    497    10     [4] 	[2] 	[0,0,0,0,0]
90   53    43    430    970    10     [1] 	[] 	[0,0,1,0,0]
91   61    52    212    671    10     [2] 	[] 	[1,0,0,0,0]
92   57    48    273    580    10     [0] 	[1] 	[1,0,1,0,0]
93   56    37    452    968    10     [4] 	[3] 	[0,0,0,0,0]
94   55    54    388    479    10     [0] 	[1,3] 	[0,0,0,0,0]
95   15    47    99     352    10     [2] 	[] 	[0,0,0,0,0]
96   14    37    21     328    10     [2] 	[3] 	[0,0,0,0,0]
97   11    31    323    624    10     [0] 	[1] 	[0,0,0,0,0]
98   16    22    333    504    10     [1] 	[2] 	[0,0,1,0,0]
99   4     18    350    503    10     [1] 	[1,2] 	[0,0,0,0,0]
100  28    18    380    487    10     [1] 	[1,2] 	[0,0,0,0,0]
101  26    52    114    553    10     [2] 	[] 	[1,0,0,0,0]
102  26    35    649    981    10     [3] 	[2] 	[0,0,1,1,0]
103  31    67    345    534    10     [1] 	[1,2] 	[0,0,0,0,0]
104  15    19    675    930    10     [3] 	[1,3] 	[0,0,0,0,0]
105  22    22    18     673    10     [2] 	[] 	[0,0,0,0,0]
106  18    24    339    969    10     [0] 	[] 	[1,0,1,0,0]
107  26    27    403    536    10     [4] 	[] 	[0,0,1,1,0]
108  25    24    22     301    10     [2] 	[] 	[1,0,0,0,0]
109  22    27    565    732    10     [2] 	[] 	[1,0,0,0,0]
110  25    21    582    703    10     [3] 	[1,3] 	[0,0,1,0,0]
111  19    21    122    367    10     [1] 	[] 	[0,0,1,0,0]
112  20    26    185    580    10     [4] 	[2,3] 	[0,0,0,0,0]
113  18    18    297    965    10     [4] 	[1,3] 	[0,0,0,1,0]
