RC101.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
33   42    15    122    152    10     [1] 	[4] 	[1,0,0,1,0]
34   40    5     67     97     10     [0] 	[1] 	[0,0,0,0,0]
35   40    15    92     122    10     [2] 	[] 	[0,0,1,0,0]
36   38    5     65     95     10     [3] 	[2] 	[0,1,0,0,0]
37   38    15    148    178    10     [4] 	[] 	[0,1,0,0,0]
38   35    5     154    184    10     [4] 	[] 	[0,0,0,0,0]
39   95    30    115    145    10     [0] 	[] 	[0,0,0,0,0]
40   95    35    62     92     10     [0] 	[4] 	[0,0,0,0,0]
41   92    30    62     92     10     [2] 	[4] 	[0,0,1,0,0]
42   90    35    67     97     10     [2] 	[1,4] 	[0,0,0,0,0]
43   88    30    74     104    10     [1] 	[2,4] 	[0,0,0,1,0]
44   88    35    61     91     10     [4] 	[] 	[0,1,0,0,0]
45   87    30    131    161    10     [2] 	[1] 	[0,0,1,0,0]
46   85    25    51     81     10     [4] 	[1] 	[0,1,0,0,0]
47   85    35    111    141    10     [3] 	[] 	[0,0,0,0,0]
48   67    85    139    169    10     [2] 	[] 	[0,0,1,0,0]
49   65    85    43     73     10     [1] 	[2] 	[1,0,0,1,0]
50   65    82    124    154    10     [4] 	[1,3] 	[0,0,0,0,0]
51   62    80    75     105    10     [3] 	[1,2] 	[0,1,0,0,0]
52   60    80    37     67     10     [4] 	[1,3] 	[0,1,0,0,0]
53   60    85    85     115    10     [2] 	[] 	[0,0,0,0,0]
54   58    75    92     122    10     [4] 	[] 	[0,1,0,0,0]
55   55    80    33     63     10     [4] 	[1,3] 	[0,0,0,0,0]
56   55    85    128    158    10     [3] 	[] 	[0,1,0,0,0]
57   55    82    64     94     10     [0] 	[1,4] 	[0,0,0,0,0]
58   20    82    37     67     10     [3] 	[1] 	[0,1,0,0,0]
59   18    80    113    143    10     [4] 	[3] 	[0,0,0,0,0]
60   2     45    45     75     10     [1] 	[2,4] 	[1,0,0,1,0]
61   42    5     151    181    10     [2] 	[] 	[0,0,0,0,0]
62   42    12    104    134    10     [0] 	[1,4] 	[1,1,0,0,0]
63   72    35    116    146    10     [3] 	[1,4] 	[0,1,0,0,0]
64   55    20    83     113    10     [4] 	[1,3] 	[0,1,0,0,0]
65   25    30    52     82     10     [3] 	[] 	[0,0,0,0,0]
66   20    50    91     121    10     [1] 	[] 	[0,0,0,1,0]
67   55    60    139    169    10     [3] 	[] 	[0,1,0,0,0]
68   30    60    140    170    10     [2] 	[4] 	[0,0,1,0,0]
69   50    35    130    160    10     [0] 	[4] 	[0,0,0,0,0]
70   30    25    96     126    10     [1] 	[4] 	[0,0,0,0,0]
71   15    10    152    182    10     [3] 	[] 	[0,1,0,0,0]
72   10    20    42     72     10     [4] 	[1] 	[0,1,0,0,0]
73   15    60    155    185    10     [3] 	[1,2] 	[0,0,0,0,0]
74   45    65    66     96     10     [2] 	[1,4] 	[0,0,1,0,0]
75   65    35    52     82     10     [3] 	[] 	[0,1,0,0,0]
76   65    20    39     69     10     [3] 	[] 	[0,1,0,0,0]
77   45    30    53     83     10     [3] 	[2,4] 	[0,1,0,0,0]
78   35    40    11     41     10     [4] 	[] 	[0,0,0,0,0]
79   41    37    133    163    10     [4] 	[1] 	[0,0,0,0,0]
80   64    42    70     100    10     [3] 	[] 	[0,0,0,0,0]
81   40    60    144    174    10     [1] 	[] 	[0,0,0,0,0]
82   31    52    41     71     10     [2] 	[] 	[0,0,1,0,0]
83   35    69    180    210    10     [3] 	[1] 	[0,0,0,0,0]
84   65    55    65     95     10     [2] 	[1,4] 	[0,0,1,0,0]
85   63    65    30     60     10     [4] 	[] 	[0,1,0,0,0]
86   2     60    77     107    10     [4] 	[] 	[0,1,0,0,0]
87   20    20    141    171    10     [3] 	[] 	[0,1,0,0,0]
88   5     5     74     104    10     [3] 	[] 	[0,1,0,0,0]
89   60    12    75     105    10     [1] 	[] 	[1,0,0,1,0]
90   23    3     150    180    10     [2] 	[1] 	[0,0,0,0,0]
91   8     56    90     120    10     [0] 	[1,4] 	[1,1,0,0,0]
92   6     68    89     119    10     [2] 	[1,4] 	[0,0,1,0,0]
93   47    47    192    222    10     [4] 	[1] 	[0,0,0,0,0]
94   49    58    86     116    10     [1] 	[4] 	[1,0,0,1,0]
95   27    43    42     72     10     [3] 	[] 	[0,1,0,0,0]
96   37    31    35     65     10     [3] 	[1] 	[0,0,0,0,0]
97   57    29    96     126    10     [2] 	[1] 	[0,0,0,0,0]
98   63    23    87     117    10     [2] 	[] 	[0,0,0,0,0]
99   21    24    87     117    10     [4] 	[] 	[0,1,0,0,0]
100  12    24    90     120    10     [3] 	[1,2] 	[0,1,0,0,0]
101  24    58    67     97     10     [2] 	[4] 	[0,0,1,0,0]
102  67    5     144    174    10     [0] 	[4] 	[1,1,0,0,0]
103  37    47    86     116    10     [0] 	[4] 	[1,1,0,0,0]
104  49    42    167    197    10     [3] 	[2,4] 	[0,0,0,0,0]
105  53    43    14     44     10     [1] 	[2] 	[0,0,0,0,0]
106  61    52    178    208    10     [2] 	[] 	[0,0,1,0,0]
107  57    48    95     125    10     [3] 	[] 	[0,0,0,0,0]
108  56    37    34     64     10     [1] 	[] 	[0,0,0,1,0]
109  55    54    132    162    10     [3] 	[1,4] 	[0,0,0,0,0]
110  4     18    120    150    10     [3] 	[] 	[0,1,0,0,0]
111  26    52    46     76     10     [3] 	[1] 	[0,1,0,0,0]
112  26    35    77     107    10     [4] 	[3] 	[0,1,0,0,0]
113  31    67    180    210    10     [2] 	[4] 	[0,0,0,0,0]
