RC202.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
42   90    35    194    314    10     [0] 	[0,3] 	[0,0,0,0,0]
43   88    30    246    366    10     [2] 	[1] 	[0,0,0,0,0]
44   88    35    0      899    10     [1] 	[0,2] 	[0,0,0,0,1]
45   87    30    621    741    10     [3] 	[1] 	[0,0,0,0,0]
46   85    25    80     200    10     [2] 	[0,1] 	[1,0,0,0,0]
47   85    35    0      902    10     [3] 	[1] 	[0,0,0,1,0]
48   67    85    657    777    10     [4] 	[0,1] 	[0,0,0,0,0]
49   65    85    43     163    10     [4] 	[] 	[0,0,0,0,0]
50   65    82    0      909    10     [0] 	[0,4] 	[0,0,1,1,0]
51   62    80    278    398    10     [2] 	[] 	[0,0,0,0,0]
52   60    80    64     184    10     [4] 	[1] 	[0,1,0,0,0]
53   60    85    329    449    10     [2] 	[] 	[0,0,0,0,0]
54   58    75    376    496    10     [1] 	[] 	[0,0,0,0,1]
55   55    80    33     153    10     [0] 	[] 	[0,0,0,0,0]
56   55    85    574    694    10     [0] 	[3,4] 	[0,0,0,0,0]
57   55    82    217    337    10     [3] 	[3,4] 	[0,0,0,1,1]
58   20    82    37     157    10     [1] 	[1,2] 	[0,0,0,0,0]
59   18    80    489    609    10     [4] 	[1] 	[0,0,0,0,0]
60   2     45    105    225    10     [2] 	[0,1] 	[0,0,0,0,0]
61   42    5     0      904    10     [0] 	[] 	[0,0,1,1,0]
62   42    12    440    560    10     [0] 	[] 	[0,0,1,1,0]
63   72    35    0      914    10     [3] 	[3] 	[0,0,0,0,0]
64   55    20    326    446    10     [3] 	[1,4] 	[0,0,0,0,0]
65   25    30    0      925    10     [1] 	[1] 	[0,0,0,0,1]
66   20    50    375    495    10     [4] 	[0] 	[0,0,0,0,0]
67   55    60    601    721    10     [3] 	[4] 	[0,0,0,1,1]
68   30    60    599    719    10     [3] 	[3,4] 	[0,0,0,1,1]
69   50    35    557    677    10     [1] 	[1,2] 	[0,0,0,0,0]
70   30    25    397    517    10     [1] 	[1,2] 	[0,0,0,0,1]
71   15    10    782    902    10     [1] 	[] 	[0,0,0,0,1]
72   10    20    0      907    10     [2] 	[0,1] 	[1,0,0,1,0]
73   15    60    694    814    10     [3] 	[] 	[0,0,0,1,1]
74   45    65    258    378    10     [1] 	[0,2] 	[0,0,0,0,0]
75   65    35    167    287    10     [4] 	[0] 	[0,1,0,0,0]
76   65    20    39     159    10     [2] 	[] 	[1,0,0,0,0]
77   45    30    191    311    10     [4] 	[] 	[0,0,0,0,0]
78   35    40    11     131    10     [2] 	[0,1] 	[0,0,0,0,0]
79   41    37    566    686    10     [1] 	[] 	[0,0,0,0,1]
80   64    42    268    388    10     [1] 	[2] 	[0,0,0,0,0]
81   40    60    612    732    10     [1] 	[0] 	[0,0,0,0,0]
82   31    52    157    277    10     [3] 	[1] 	[0,0,0,0,0]
83   35    69    810    930    10     [3] 	[] 	[0,0,0,1,1]
84   65    55    241    361    10     [4] 	[0] 	[0,0,0,0,0]
85   63    65    0      922    10     [3] 	[3] 	[0,0,0,0,0]
86   2     60    286    406    10     [2] 	[0] 	[0,0,0,1,0]
87   20    20    645    765    10     [2] 	[0] 	[1,0,0,1,0]
88   5     5     0      892    10     [3] 	[4] 	[0,0,0,0,0]
89   60    12    268    388    10     [2] 	[] 	[0,0,0,1,0]
90   23    3     764    884    10     [0] 	[] 	[0,0,0,0,0]
91   8     56    365    485    10     [2] 	[0,1] 	[0,0,0,0,0]
92   6     68    352    472    10     [1] 	[0,1] 	[0,0,0,0,0]
93   47    47    822    942    10     [1] 	[] 	[0,0,0,0,1]
94   49    58    355    475    10     [4] 	[] 	[0,1,0,0,0]
95   27    43    0      935    10     [1] 	[2] 	[0,0,0,0,1]
96   37    31    0      930    10     [4] 	[0,1] 	[0,0,0,0,0]
97   57    29    395    515    10     [0] 	[] 	[0,0,1,1,0]
98   63    23    0      914    10     [1] 	[2] 	[0,0,0,0,1]
99   21    24    349    469    10     [3] 	[3,4] 	[0,0,0,0,0]
100  12    24    359    479    10     [2] 	[] 	[0,0,0,0,0]
101  24    58    260    380    10     [1] 	[0] 	[0,0,0,0,1]
102  67    5     713    833    10     [0] 	[] 	[0,0,0,0,0]
103  37    47    359    479    10     [2] 	[0,1] 	[0,0,0,0,0]
104  49    42    0      937    10     [4] 	[] 	[0,1,0,0,0]
105  53    43    14     134    10     [2] 	[1] 	[1,0,0,1,0]
106  61    52    808    928    10     [1] 	[1,2] 	[0,0,0,0,1]
107  57    48    0      932    10     [3] 	[1] 	[0,0,0,0,1]
108  56    37    0      929    10     [4] 	[0] 	[0,1,0,0,0]
109  55    54    0      934    10     [1] 	[0] 	[0,0,0,0,1]
110  4     18    547    667    10     [4] 	[0,1] 	[0,0,0,0,0]
111  26    52    0      935    10     [0] 	[3,4] 	[0,0,1,1,0]
112  26    35    308    428    10     [3] 	[] 	[0,0,0,1,1]
113  31    67    810    930    10     [3] 	[1] 	[0,0,0,1,0]
