R208.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
74   12    24    0      964    10     [4] 	[] 	[0,0,0,0,0]
75   24    58    113    353    10     [3] 	[] 	[0,0,0,1,0]
76   27    69    0      955    10     [2] 	[] 	[1,0,0,0,0]
77   15    77    0      943    10     [3] 	[1] 	[0,0,0,0,0]
78   62    77    0      940    10     [2] 	[0,2] 	[1,0,0,0,0]
79   49    73    0      949    10     [0] 	[2,3] 	[1,0,0,0,0]
80   67    5     228    468    10     [1] 	[1] 	[0,0,0,0,0]
81   56    39    0      968    10     [3] 	[2] 	[0,0,0,0,0]
82   37    47    108    348    10     [2] 	[2,3] 	[0,0,0,0,0]
83   37    56    0      968    10     [3] 	[] 	[0,0,0,1,0]
84   57    68    0      950    10     [4] 	[0,4] 	[0,0,0,1,0]
85   47    16    0      967    10     [4] 	[4] 	[0,0,0,0,0]
86   44    17    0      969    10     [0] 	[] 	[0,0,0,0,0]
87   46    13    622    862    10     [4] 	[0,4] 	[0,0,0,1,0]
88   49    11    0      962    10     [4] 	[3] 	[0,0,0,0,0]
89   49    42    212    452    10     [1] 	[] 	[0,0,0,0,0]
90   53    43    730    970    10     [4] 	[0] 	[0,0,0,0,0]
91   61    52    0      958    10     [0] 	[2,3] 	[0,0,0,0,0]
92   57    48    307    547    10     [2] 	[] 	[1,0,0,0,0]
93   56    37    0      968    10     [2] 	[2] 	[0,0,0,0,0]
94   55    54    0      962    10     [0] 	[0,2] 	[0,0,0,0,0]
95   15    47    0      966    10     [4] 	[0,3] 	[0,0,0,0,0]
96   14    37    0      968    10     [0] 	[] 	[0,0,0,0,0]
97   11    31    354    594    10     [2] 	[] 	[0,0,0,0,0]
98   16    22    0      966    10     [1] 	[3] 	[0,0,0,1,0]
99   4     18    0      954    10     [1] 	[1] 	[0,1,0,1,0]
100  28    18    314    554    10     [0] 	[3] 	[0,0,0,1,0]
101  26    52    0      970    10     [1] 	[] 	[0,1,0,0,0]
102  26    35    0      981    10     [2] 	[0,3] 	[1,0,0,0,0]
103  31    67    0      957    10     [1] 	[0,3] 	[0,0,0,1,0]
104  15    19    0      964    10     [0] 	[0,3] 	[1,0,0,1,0]
105  22    22    18     258    10     [1] 	[0,3] 	[0,1,0,1,0]
106  18    24    0      969    10     [1] 	[3] 	[0,1,0,0,0]
107  26    27    0      977    10     [0] 	[0,3] 	[0,0,0,0,0]
108  25    24    0      975    10     [4] 	[0] 	[0,0,0,0,0]
109  22    27    0      974    10     [4] 	[3,4] 	[0,0,0,1,0]
110  25    21    0      972    10     [3] 	[] 	[0,0,0,1,0]
111  19    21    0      968    10     [0] 	[2] 	[0,0,0,0,0]
112  20    26    263    503    10     [3] 	[1] 	[0,0,0,1,0]
113  18    18    725    965    10     [4] 	[3,4] 	[0,0,0,0,0]
